ENTREZID;CDSeq_estimated_cell_type_1;CDSeq_estimated_cell_type_2;CDSeq_estimated_cell_type_3;CDSeq_estimated_cell_type_4;CDSeq_estimated_cell_type_5;CDSeq_estimated_cell_type_6
100507098;1,62E+09;5,87E+08;6,31E+07;3,32E+07;1,49E+09;1,57E+08
92949;3,07E+09;3,40E+08;1,91E+07;7,75E+08;3,26E+09;1,12E+09
9719;1,29E+09;5,87E+08;7,84E+08;1,11E+07;3,77E+08;1,33E+09
57188;7,03E+05;2,69E+09;1,34E+08;2,21E+06;1,49E+09;4,79E+09
54507;8,20E+08;7,11E+08;8,98E+08;1,08E+08;1,55E+08;4,28E+08
100289061;4,45E+08;4,02E+08;5,73E+07;2,44E+08;2,22E+07;1,24E+09
339366;1,17E+08;2,75E+09;1,91E+07;3,32E+07;5,54E+08;6,83E+08
11033;5,13E+09;5,87E+08;3,92E+09;2,21E+06;4,81E+09;8,87E+09
55803;4,10E+09;2,19E+09;2,39E+09;1,88E+09;2,11E+09;1,08E+09
103;6,81E+09;6,02E+09;2,51E+09;4,99E+09;7,52E+09;0.00150006748978376
104;1,16E+09;5,53E+08;3,12E+09;3,92E+09;5,83E+09;1,07E+09
105;2,58E+08;1,14E+09;2,87E+08;6,26E+09;1,11E+07;4,38E+08
642394;7,03E+05;7,11E+08;2,87E+08;6,64E+07;1,93E+09;4,18E+09
23536;2,58E+08;1,76E+08;4,01E+08;9,96E+08;1,13E+08;2,34E+09
134637;1,29E+09;8,35E+08;2,87E+08;5,09E+08;1,55E+08;6,12E+07
113179;2,88E+09;2,78E+08;5,73E+07;1,55E+08;2,00E+08;3,04E+09
57143;6,80E+08;5,87E+08;2,10E+07;1,04E+09;1,22E+09;1,73E+09
90956;8,55E+09;3,80E+09;7,84E+08;1,35E+09;3,97E+09;7,54E+07
203054;1,76E+08;2,78E+08;3,63E+08;2,21E+06;5,99E+08;2,04E+07
107;5,39E+08;1,05E+09;1,54E+09;3,82E+09;6,65E+07;1,37E+09
55811;2,11E+07;1,55E+08;1,91E+07;1,55E+08;9,54E+07;2,26E+09
221442;4,92E+07;2,16E+08;2,10E+07;6,64E+07;3,33E+08;8,36E+08
108;1,49E+08;1,29E+08;1,85E+09;2,86E+09;1,26E+09;4,69E+08
109;2,13E+09;1,00E+09;1,34E+08;2,21E+06;6,19E+09;1,18E+09
196883;1,66E+09;1,45E+09;4,40E+08;1,08E+08;2,44E+08;3,49E+09
111;2,55E+09;3,56E+09;8,60E+08;2,81E+09;1,40E+08;6,83E+08
112;3,52E+06;3,09E+07;9,36E+08;6,64E+07;6,65E+07;1,84E+08
100506125;7,03E+05;9,27E+07;5,73E+07;4,21E+08;2,44E+08;2,04E+07
113;1,90E+09;3,00E+09;1,91E+07;2,28E+09;1,04E+09;1,02E+08
114;7,03E+05;6,49E+08;1,91E+07;5,09E+08;2,22E+07;9,58E+08
115;3,59E+09;9,98E+09;1,06E+09;2,21E+06;2,42E+09;1,13E+09
116;1,52E+09;7,11E+08;3,25E+08;2,37E+09;2,22E+07;6,32E+07
117;1,17E+09;9,27E+07;4,53E+09;3,17E+09;2,02E+09;2,87E+09
118;1,12E+09;4,54E+09;2,01E+09;1,34E+09;4,37E+09;2,18E+09
119;2,62E+09;1,97E+09;2,31E+09;7,00E+09;3,24E+09;4,84E+09
120;3,05E+08;1,43E+09;0.00104709180237389;1,31E+09;2,70E+09;2,04E+07
100505933;2,60E+09;2,07E+09;1,78E+09;9,96E+08;1,09E+09;1,16E+09
79747;2,11E+07;3,09E+07;9,56E+07;2,21E+06;3,33E+08;1,02E+08
101928661;2,58E+08;4,64E+08;1,72E+08;2,21E+06;1,11E+07;2,04E+07
84435;1,24E+09;9,27E+07;1,91E+07;1,11E+07;2,44E+08;3,47E+08
25960;2,41E+09;1,55E+08;1,91E+07;1,79E+09;4,37E+09;7,28E+09
166647;1,90E+09;1,58E+09;3,00E+09;1,53E+09;1,49E+09;6,12E+07
575;5,93E+07;1,70E+09;1,91E+07;6,64E+07;6,88E+08;6,14E+08
576;3,77E+09;1,27E+09;1,51E+09;6,64E+07;3,48E+09;3,06E+08
577;1,95E+09;3,09E+07;2,48E+08;4,89E+09;1,55E+08;3,47E+08
101928307;1,95E+09;2,87E+09;5,87E+09;4,65E+08;3,70E+09;1,65E+09
283383;7,27E+08;3,09E+07;2,48E+08;3,76E+08;2,22E+07;5,10E+08
347088;8,32E+09;3,00E+09;6,69E+08;2,21E+06;5,99E+08;8,46E+09
2015;1,15E+09;6,49E+08;4,01E+08;2,21E+06;2,22E+07;1,02E+08
30817;7,27E+08;6,49E+08;1,72E+08;5,53E+08;3,33E+08;1,37E+09
84658;2,34E+07;5,26E+08;1,34E+08;1,55E+08;5,54E+08;1,84E+08
976;2,11E+07;5,87E+08;4,01E+08;2,21E+06;2,22E+07;1,84E+08
266977;2,09E+09;7,73E+08;2,87E+08;2,21E+06;1,53E+09;7,95E+08
222611;2,34E+07;9,27E+07;5,73E+07;1,11E+07;1,11E+07;9,18E+08
165082;1,29E+09;5,26E+08;1,91E+07;2,21E+06;6,65E+07;1,84E+08
221393;1,01E+09;3,40E+08;1,91E+07;2,21E+06;3,77E+08;2,04E+07
221395;7,73E+07;2,32E+09;7,07E+08;6,42E+08;2,22E+07;2,04E+07
101926962;2,34E+07;9,27E+07;9,56E+07;6,64E+07;2,22E+07;8,36E+08
9289;2,28E+09;1,55E+08;2,81E+09;1,28E+09;1,66E+09;6,32E+07
10149;3,05E+08;1,55E+08;1,91E+07;1,55E+08;2,22E+07;3,06E+08
222487;3,40E+09;2,07E+09;1,24E+09;1,11E+07;6,65E+07;8,36E+08
139378;1,64E+08;3,09E+07;1,72E+08;2,21E+06;3,33E+08;2,65E+08
221188;2,04E+09;1,27E+09;1,72E+08;6,64E+07;8,21E+08;2,47E+09
57211;4,57E+08;3,09E+07;3,25E+08;2,21E+06;6,65E+07;2,04E+07
84873;4,45E+08;9,27E+07;2,10E+07;6,64E+07;2,22E+07;6,12E+07
22859;3,67E+09;3,31E+09;3,25E+08;1,67E+09;1,21E+09;1,75E+07
23266;2,34E+07;9,27E+07;2,48E+08;8,19E+08;5,99E+08;1,49E+09
23284;5,84E+09;1,21E+09;2,66E+09;8,08E+09;4,10E+09;9,11E+08
64123;3,05E+08;9,27E+07;1,91E+07;6,42E+08;1,55E+08;4,28E+08
84059;1,80E+09;8,35E+08;1,40E+09;1,55E+08;1,49E+09;1,08E+09
124;2,34E+07;3,09E+07;5,73E+07;2,21E+06;2,22E+07;6,32E+07
125;4,45E+08;7,73E+08;7,45E+08;1,13E+09;3,08E+08;5,48E+09
126;4,45E+08;3,09E+07;1,72E+08;2,21E+06;1,11E+07;1,43E+08
127;7,48E+09;4,05E+09;3,27E+09;3,25E+09;2,11E+09;1,42E+09
128;8,79E+08;5,84E+09;2,85E+09;5,51E+08;1,40E+08;9,69E+09
130;4,45E+08;4,02E+08;7,45E+08;2,21E+06;2,44E+08;1,77E+09
131;7,03E+05;3,09E+07;1,91E+07;2,21E+06;2,00E+08;3,06E+08
137872;1,20E+09;1,55E+08;2,27E+09;5,09E+08;1,55E+08;1,02E+08
55256;2,67E+08;9,58E+08;8,08E+09;2,84E+09;1,55E+08;2,65E+08
149685;1,57E+09;1,76E+08;2,85E+09;4,65E+08;2,02E+09;5,57E+09
9370;7,03E+05;3,09E+07;1,72E+08;1,11E+07;3,77E+08;6,12E+07
51094;1,95E+09;1,45E+09;1,72E+08;2,10E+09;2,33E+09;2,87E+09
79602;2,79E+09;1,08E+09;1,47E+09;6,64E+07;6,65E+07;3,89E+09
10974;3,07E+09;1,02E+09;4,68E+09;1,44E+09;2,44E+08;2,65E+08
100133190;8,67E+08;3,40E+08;1,34E+08;2,21E+06;2,22E+07;2,04E+07
54976;7,66E+09;1,95E+09;3,12E+09;3,32E+07;1,55E+08;5,28E+09
132;4,45E+08;9,27E+07;1,34E+08;1,99E+08;4,15E+09;1,81E+09
133;5,32E+09;8,35E+08;5,79E+08;8,19E+08;1,11E+07;6,12E+07
79924;4,29E+09;2,01E+09;3,25E+08;2,10E+09;4,59E+09;6,55E+09
199800;1,10E+09;4,02E+08;5,92E+08;2,21E+06;7,76E+08;2,30E+09
23394;2,34E+07;8,87E+09;5,60E+09;3,30E+08;8,54E+09;9,52E+09
22850;9,30E+09;2,01E+09;4,49E+09;1,26E+09;6,65E+07;1,45E+09
84890;7,27E+08;6,28E+09;2,16E+09;9,45E+09;8,27E+09;3,65E+09
134;4,62E+09;1,95E+09;5,16E+08;2,21E+06;1,28E+09;2,63E+09
135;7,27E+08;2,78E+08;1,91E+07;2,21E+06;4,66E+08;1,65E+09
646023;2,34E+07;2,16E+08;1,91E+07;6,42E+08;1,35E+09;3,81E+09
136;3,52E+06;5,26E+08;5,73E+07;1,99E+08;2,00E+08;1,43E+08
140;2,34E+07;1,02E+09;9,56E+07;2,99E+09;9,98E+08;1,37E+09
83440;1,80E+09;3,09E+07;8,60E+08;2,21E+06;6,43E+08;1,61E+09
141;1,66E+09;1,70E+09;3,34E+09;6,64E+07;2,88E+08;1,02E+08
113622;2,37E+09;1,14E+09;8,60E+08;5,09E+08;2,88E+08;1,86E+09
56985;1,57E+09;2,26E+09;1,91E+07;4,65E+08;1,09E+09;5,91E+08
54936;1,05E+08;3,09E+07;1,91E+07;1,62E+09;1,66E+09;8,36E+08
148;2,32E+09;7,11E+08;7,43E+09;2,21E+06;1,29E+09;4,95E+09
147;2,34E+07;4,64E+08;1,91E+07;6,64E+07;6,65E+07;8,36E+08
146;1,90E+09;6,49E+08;5,92E+08;2,21E+06;1,26E+09;2,04E+07
150;8,20E+08;3,40E+08;5,73E+07;2,21E+06;2,20E+09;1,84E+08
151;1,10E+09;1,45E+09;1,20E+09;2,21E+06;2,22E+07;6,26E+09
152;8,13E+09;5,60E+09;6,82E+09;1,13E+09;6,28E+09;5,61E+08
153;4,92E+07;3,31E+09;3,42E+08;1,97E+09;2,44E+08;1,28E+09
154;5,41E+09;3,37E+09;6,31E+07;4,27E+09;1,04E+09;3,06E+08
155;2,23E+09;9,27E+07;5,54E+08;2,21E+06;1,31E+09;3,06E+08
11047;1,57E+09;2,78E+08;1,13E+09;4,65E+08;5,99E+08;3,32E+08
158;7,03E+05;3,09E+07;5,16E+08;6,86E+08;6,65E+07;1,73E+09
122622;7,03E+05;1,27E+09;1,28E+09;5,53E+08;2,22E+07;4,91E+07
159;4,20E+09;2,78E+08;4,61E+09;1,38E+08;2,55E+09;5,53E+09
84830;1,17E+08;2,16E+08;1,91E+07;2,88E+08;6,65E+07;9,18E+08
165;2,40E+08;4,76E+09;3,76E+09;2,37E+09;6,65E+07;2,04E+07
121536;4,52E+08;2,40E+09;1,48E+09;1,55E+08;3,95E+09;2,80E+09
64782;6,21E+09;3,09E+07;1,34E+08;2,21E+06;4,81E+09;7,36E+08
60312;5,39E+08;9,27E+07;2,10E+07;2,21E+06;2,44E+08;2,04E+07
84740;2,04E+09;5,87E+08;5,73E+07;5,09E+08;6,65E+07;9,18E+08
134265;3,96E+09;1,14E+09;1,91E+07;2,21E+06;7,76E+08;9,99E+07
84632;2,34E+07;2,78E+08;9,36E+08;1,11E+07;2,00E+08;2,04E+07
4301;2,95E+09;1,37E+09;2,23E+08;2,05E+09;2,77E+09;1,38E+09
653483;2,58E+08;3,40E+08;5,16E+08;2,21E+06;2,22E+07;2,04E+07
4299;2,11E+07;1,80E+09;4,99E+09;1,28E+09;7,52E+09;1,53E+09
2334;3,05E+08;8,35E+08;7,45E+08;2,21E+06;1,97E+08;1,49E+09
3899;7,71E+09;1,02E+09;1,85E+08;8,19E+08;8,76E+09;4,10E+09
27125;2,16E+09;1,70E+09;1,20E+09;2,62E+09;2,80E+09;2,54E+09
246269;3,98E+08;3,09E+07;1,72E+08;1,11E+07;5,99E+08;5,10E+08
166378;1,29E+09;1,45E+09;6,31E+07;6,86E+08;2,00E+08;1,28E+09
79029;9,61E+08;2,81E+09;1,59E+08;9,52E+08;3,75E+09;4,42E+09
172;4,95E+09;2,16E+08;1,91E+07;8,63E+08;4,32E+09;3,08E+09
10939;1,66E+09;3,09E+07;7,07E+08;7,11E+09;2,69E+09;1,43E+08
173;2,58E+08;3,09E+07;9,56E+07;2,21E+06;2,22E+07;3,87E+08
125061;7,27E+08;3,09E+07;5,16E+08;2,44E+08;1,49E+09;1,84E+08
174;3,98E+08;1,55E+08;2,87E+08;2,21E+06;6,65E+07;6,12E+07
54812;4,15E+09;9,55E+09;4,40E+08;4,54E+09;9,16E+09;9,89E+09
101927402;6,80E+08;3,09E+07;1,91E+07;1,99E+08;2,44E+08;2,04E+07
175;2,79E+09;3,09E+07;2,10E+07;8,19E+08;6,88E+08;1,45E+09
285500;1,17E+08;9,27E+07;5,73E+07;1,11E+07;2,88E+08;2,04E+07
116987;2,68E+09;2,36E+09;8,47E+09;1,50E+09;2,42E+09;1,18E+08
119385;5,39E+08;1,95E+09;4,01E+08;9,52E+08;6,65E+07;6,12E+07
116986;3,68E+09;3,25E+09;2,54E+09;4,65E+08;5,43E+09;8,01E+09
100130776;8,60E+09;1,82E+09;1,34E+08;2,37E+09;2,22E+07;1,02E+08
116988;1,08E+09;1,70E+09;1,09E+09;2,63E+09;3,53E+09;1,07E+08
119016;3,30E+09;9,80E+09;1,19E+09;4,80E+09;1,11E+07;8,83E+09
642517;1,90E+09;1,82E+09;1,62E+09;6,71E+09;2,00E+08;2,04E+07
123624;2,34E+07;3,09E+07;1,34E+08;2,21E+06;5,54E+08;2,04E+07
79841;3,98E+08;3,09E+07;1,91E+07;6,64E+07;2,22E+07;6,73E+08
340351;9,14E+07;4,02E+08;5,73E+07;8,63E+08;1,55E+08;2,06E+09
84871;7,03E+05;1,70E+09;9,65E+09;7,90E+09;7,32E+08;5,32E+09
60509;4,29E+09;8,35E+08;1,34E+08;2,77E+07;2,22E+07;4,63E+09
177;4,52E+08;1,58E+09;1,34E+08;2,19E+08;2,22E+07;2,04E+07
3267;5,39E+08;9,24E+09;7,20E+09;1,13E+09;1,49E+09;1,58E+09
3268;1,60E+09;2,57E+09;9,75E+07;2,72E+09;8,89E+09;6,67E+08
55109;2,32E+09;2,78E+08;1,91E+07;2,32E+09;1,53E+09;1,02E+08
55750;8,20E+08;2,26E+09;1,17E+09;4,85E+09;1,26E+09;3,98E+09
178;6,33E+07;3,09E+07;3,50E+09;2,46E+09;1,26E+09;8,36E+08
79814;1,38E+09;3,40E+08;1,01E+09;4,65E+08;3,66E+08;1,84E+08
NA;2,59E+09;7,88E+08;3,63E+08;3,21E+09;7,32E+08;5,89E+09
NA;4,92E+07;9,92E+09;9,56E+07;2,07E+09;1,59E+09;3,06E+09
NA;1,15E+09;7,70E+09;9,69E+09;1,26E+09;2,22E+07;2,04E+07
NA;7,95E+09;4,64E+08;4,57E+09;7,33E+09;8,65E+08;1,98E+09
10554;3,98E+08;1,64E+09;2,47E+09;4,21E+08;7,32E+08;1,69E+09
10555;1,20E+09;4,11E+09;3,63E+08;3,48E+09;6,65E+07;1,37E+09
56894;1,22E+09;6,58E+09;1,60E+08;1,72E+09;1,91E+09;1,74E+09
56895;2,33E+09;1,41E+09;2,11E+09;6,39E+09;2,22E+07;8,79E+09
79992;2,34E+07;4,02E+08;1,62E+09;3,32E+07;7,76E+08;7,03E+09
55326;1,10E+09;2,78E+08;8,98E+08;1,99E+08;1,84E+09;2,04E+07
8540;6,80E+08;1,04E+08;1,51E+09;1,13E+09;1,05E+09;2,04E+07
10551;7,03E+05;3,09E+07;5,92E+08;2,21E+06;1,04E+09;3,06E+08
155465;1,17E+08;3,40E+08;3,63E+08;2,21E+06;6,65E+07;2,04E+07
375790;7,15E+09;5,35E+09;3,34E+09;2,68E+09;2,91E+09;1,85E+09
181;1,10E+09;8,96E+08;7,07E+08;2,21E+06;2,00E+08;5,91E+08
183;1,11E+09;7,73E+08;1,39E+09;1,64E+09;2,22E+07;2,04E+07
23287;9,14E+07;9,27E+07;2,23E+09;4,83E+09;9,54E+07;7,14E+08
185;5,86E+08;2,78E+08;6,31E+07;4,65E+08;6,65E+07;5,91E+08
186;2,58E+08;2,78E+08;3,25E+08;5,98E+08;1,11E+07;1,37E+09
57085;2,18E+09;1,02E+09;1,72E+08;2,50E+09;1,09E+09;4,18E+09
189;2,13E+09;4,64E+08;5,16E+08;2,21E+06;6,43E+08;4,28E+08
64902;4,45E+08;2,78E+08;1,91E+07;2,44E+08;3,33E+08;2,04E+07
25909;1,43E+09;1,13E+09;2,43E+09;1,35E+09;1,11E+07;9,60E+09
191;1,90E+09;3,80E+09;1,72E+08;7,75E+08;3,33E+08;2,04E+07
10768;8,88E+09;2,78E+08;2,37E+08;4,12E+09;3,33E+08;3,87E+08
23382;3,52E+06;2,94E+09;3,76E+09;8,63E+08;1,11E+07;3,32E+08
27245;5,98E+08;1,39E+09;5,73E+07;1,79E+09;1,62E+09;3,89E+09
54806;2,41E+09;3,09E+07;2,87E+08;1,98E+09;6,65E+07;1,61E+08
100131814;2,34E+07;3,09E+07;9,56E+07;4,21E+08;2,22E+07;3,87E+08
79026;4,07E+09;2,83E+09;7,88E+09;2,41E+09;2,05E+09;2,04E+07
113146;1,40E+09;5,10E+09;7,01E+09;5,25E+09;2,22E+07;5,44E+08
196;1,64E+08;2,16E+08;1,91E+07;6,86E+08;4,21E+07;2,04E+07
10598;6,80E+08;1,37E+09;2,87E+08;2,21E+06;2,22E+07;9,18E+08
130872;4,20E+09;2,98E+09;1,91E+07;9,81E+09;2,73E+09;6,12E+07
197;1,24E+09;5,87E+08;1,82E+09;2,44E+08;2,44E+08;2,04E+07
51327;2,34E+07;2,16E+08;2,48E+08;2,21E+06;6,65E+07;5,10E+08
57379;1,64E+08;9,27E+07;4,78E+08;2,21E+06;7,32E+08;1,43E+08
64853;7,52E+09;4,36E+08;9,92E+09;8,74E+09;1,55E+08;1,43E+08
199;6,80E+08;4,11E+09;8,60E+08;1,10E+09;1,56E+08;1,30E+09
83543;2,34E+07;4,30E+09;8,05E+09;2,06E+09;1,53E+09;2,04E+07
9131;1,17E+08;4,64E+08;1,34E+08;6,64E+07;2,44E+08;2,55E+09
84883;3,68E+09;1,70E+09;5,16E+08;2,21E+06;2,22E+07;2,30E+09
150209;4,45E+08;8,96E+08;5,73E+07;1,99E+08;5,54E+08;1,08E+09
51390;4,90E+09;3,43E+09;3,46E+09;2,36E+09;6,65E+07;5,77E+09
9447;4,92E+07;2,16E+08;3,25E+08;6,64E+07;2,22E+07;2,04E+07
9255;2,13E+09;3,06E+08;4,57E+09;1,88E+09;4,21E+07;6,12E+07
7965;5,41E+09;1,08E+09;7,55E+09;5,29E+09;4,66E+08;1,82E+09
9049;2,93E+09;9,58E+08;5,16E+08;1,35E+09;6,65E+07;2,75E+09
23746;6,07E+09;8,35E+08;4,01E+08;6,64E+07;7,76E+08;1,77E+09
326;2,60E+09;1,14E+09;4,01E+08;2,88E+08;1,11E+07;5,51E+08
54955;1,64E+08;1,55E+08;9,56E+07;2,88E+08;2,22E+07;3,06E+08
55966;7,27E+08;1,07E+09;1,01E+09;1,02E+09;1,35E+09;6,32E+07
389813;5,93E+07;3,43E+09;2,47E+09;3,76E+08;1,13E+08;7,14E+08
84962;1,24E+09;1,55E+08;1,13E+09;1,99E+08;5,54E+08;7,14E+08
203;2,34E+07;3,99E+09;1,18E+09;6,42E+08;6,99E+09;9,24E+09
204;4,34E+09;9,27E+07;5,14E+09;2,99E+09;4,81E+09;2,24E+08
50808;2,37E+09;3,09E+07;1,34E+08;7,33E+09;8,65E+08;8,36E+08
205;1,80E+09;8,69E+09;1,71E+08;1,44E+09;5,23E+09;1,78E+09
26289;0.00132117270073294;5,77E+09;1,13E+09;0.00112215183960733;0.00149366539499965;2,04E+07
102157402;4,45E+08;5,87E+08;1,17E+09;1,04E+09;2,22E+07;2,04E+07
122481;5,86E+08;1,89E+08;5,92E+08;1,11E+07;1,31E+09;3,36E+09
158067;6,33E+07;3,40E+08;5,73E+07;6,64E+07;4,21E+07;1,20E+09
221264;8,67E+08;3,56E+09;6,33E+08;3,39E+09;4,77E+08;1,08E+09
642597;5,39E+08;3,09E+07;1,91E+07;6,42E+08;3,33E+08;1,43E+08
8165;2,34E+07;4,85E+09;5,64E+09;4,18E+09;6,68E+09;1,45E+09
11216;2,34E+07;2,78E+08;2,87E+08;1,20E+09;1,26E+09;1,46E+09
11215;3,60E+09;2,92E+09;5,64E+09;2,06E+09;4,91E+09;2,94E+09
9590;1,80E+09;1,38E+09;1,23E+08;1,45E+09;7,65E+09;1,40E+08
11214;1,71E+09;2,28E+09;1,01E+09;1,40E+09;1,09E+09;1,90E+09
158798;2,58E+08;9,58E+08;1,72E+08;1,11E+07;5,10E+08;1,04E+09
8227;1,26E+09;3,80E+09;1,51E+09;6,26E+09;1,55E+08;4,28E+08
10566;1,64E+08;8,35E+08;5,54E+08;2,21E+06;2,22E+07;8,77E+06
8852;5,39E+08;4,64E+08;1,72E+08;6,42E+08;9,98E+08;1,41E+08
9495;2,51E+09;1,38E+09;2,31E+09;1,39E+09;3,65E+09;8,77E+06
9472;1,48E+09;9,27E+07;4,78E+08;2,68E+09;2,91E+09;2,83E+09
9465;9,35E+09;1,64E+09;4,41E+09;1,11E+07;1,71E+09;4,38E+08
10270;7,05E+09;2,63E+09;6,69E+08;3,74E+09;7,76E+08;3,87E+08
26993;1,43E+09;9,24E+09;5,71E+09;5,16E+09;5,70E+09;1,16E+09
10142;1,29E+09;7,11E+08;1,08E+09;7,15E+08;1,84E+09;1,67E+08
56672;2,51E+09;1,02E+09;1,72E+08;1,11E+07;1,10E+09;3,36E+09
79647;2,58E+08;1,07E+09;5,33E+09;8,30E+09;2,36E+09;7,40E+09
55122;3,59E+09;7,02E+09;8,05E+09;1,34E+09;9,60E+09;1,89E+09
80709;1,64E+08;9,27E+07;5,54E+08;1,99E+08;1,44E+09;3,04E+09
254268;2,34E+07;3,09E+07;1,91E+07;6,64E+07;6,65E+07;2,02E+09
10327;1,64E+08;1,55E+08;9,75E+07;4,65E+08;2,44E+08;1,20E+09
231;1,95E+09;1,49E+09;2,07E+09;3,92E+09;6,14E+09;6,55E+09
57016;1,15E+09;2,78E+08;4,01E+08;1,11E+07;1,55E+08;1,02E+08
1645;5,27E+08;6,34E+09;4,07E+09;2,10E+09;2,68E+09;1,13E+09
1646;1,24E+09;1,27E+09;5,92E+08;9,96E+08;4,01E+09;2,79E+09
8644;2,58E+08;4,64E+08;4,40E+08;1,55E+08;1,26E+09;9,99E+07
1109;7,03E+05;3,40E+08;4,78E+08;1,11E+07;3,33E+08;3,06E+08
389932;3,98E+08;3,40E+08;6,31E+07;2,21E+06;2,22E+07;6,12E+07
6718;7,03E+05;3,09E+07;1,91E+07;1,55E+08;2,22E+07;4,28E+08
83592;1,24E+09;1,45E+09;6,31E+07;2,88E+08;5,99E+08;5,89E+09
8574;4,88E+09;4,02E+08;6,63E+09;4,10E+09;2,91E+09;6,42E+09
22977;1,29E+09;7,73E+08;1,91E+07;5,53E+08;2,00E+08;2,04E+07
207;1,57E+09;6,49E+08;1,34E+08;1,55E+08;1,09E+09;3,24E+09
84335;6,49E+09;1,82E+09;1,66E+09;9,52E+08;3,35E+09;3,47E+08
208;1,76E+08;8,19E+09;2,17E+09;6,42E+08;1,89E+09;4,59E+09
10000;4,76E+09;6,84E+09;1,90E+09;4,26E+08;8,56E+09;3,06E+09
64400;3,02E+09;2,57E+09;4,19E+09;7,59E+09;8,27E+09;9,18E+08
210;7,90E+09;1,55E+08;1,94E+09;3,39E+09;5,34E+09;2,24E+08
211;2,34E+07;3,09E+07;1,91E+07;4,65E+08;4,21E+07;9,18E+08
212;2,51E+09;1,14E+09;1,91E+07;5,98E+08;1,11E+07;1,69E+09
213;5,86E+08;6,21E+09;7,55E+09;2,21E+06;6,65E+07;1,43E+08
214;7,03E+05;4,02E+08;7,63E+08;2,46E+08;2,23E+09;9,58E+08
126133;6,33E+07;4,64E+08;7,84E+08;5,53E+08;2,88E+08;7,95E+08
5832;8,67E+08;7,73E+08;8,98E+08;6,42E+08;4,66E+08;1,73E+09
216;4,45E+08;1,55E+08;9,75E+07;2,21E+06;2,22E+07;1,43E+08
8854;2,41E+09;7,11E+08;5,73E+07;5,98E+08;2,00E+08;7,28E+09
283665;1,17E+08;3,09E+07;5,73E+07;2,21E+06;4,21E+07;1,84E+08
220;7,27E+08;3,09E+07;1,91E+07;2,21E+06;1,44E+09;9,99E+07
219;1,69E+08;1,46E+09;3,37E+07;1,99E+08;6,90E+09;3,24E+09
10840;3,52E+06;3,09E+07;4,30E+09;8,63E+08;2,86E+09;7,85E+09
100862662;7,03E+05;1,70E+09;5,73E+07;5,53E+08;1,04E+09;1,02E+08
160428;3,54E+09;2,07E+09;3,25E+08;6,64E+07;1,84E+09;1,02E+08
217;1,64E+08;1,76E+09;3,79E+09;2,51E+09;1,41E+09;2,04E+07
218;2,34E+07;1,55E+08;1,13E+09;2,21E+06;2,00E+08;1,12E+09
224;3,52E+06;1,24E+09;2,73E+09;4,21E+08;2,34E+09;1,98E+09
221;5,60E+09;4,48E+09;2,50E+09;1,35E+09;2,22E+07;8,38E+09
222;2,34E+07;5,26E+08;1,34E+08;3,76E+08;1,11E+07;8,36E+08
8659;6,07E+09;3,09E+07;1,74E+09;4,65E+08;6,43E+08;3,61E+09
7915;2,11E+07;3,86E+09;7,84E+08;4,45E+09;1,75E+09;6,55E+09
4329;2,34E+07;9,06E+09;1,39E+09;1,94E+09;4,37E+09;2,91E+09
501;1,46E+09;4,64E+08;1,69E+09;1,75E+09;2,88E+08;1,30E+09
64577;2,34E+07;3,09E+07;1,91E+07;5,98E+08;1,55E+08;4,28E+08
223;6,49E+09;3,09E+07;2,31E+09;7,86E+09;1,40E+08;1,04E+09
226;7,52E+09;4,67E+09;2,85E+09;5,82E+09;1,32E+09;4,87E+09
228;1,01E+09;1,27E+09;4,40E+08;2,21E+06;3,77E+08;1,24E+09
229;3,16E+08;1,51E+09;1,91E+07;2,86E+09;9,98E+08;9,85E+09
230;1,17E+08;2,32E+09;1,86E+09;1,53E+09;1,22E+09;2,04E+07
56052;3,77E+09;9,27E+07;9,56E+07;3,32E+07;2,88E+08;9,18E+08
84920;1,95E+09;1,55E+08;3,63E+08;9,08E+08;2,88E+08;5,91E+08
144245;2,34E+07;3,09E+07;1,34E+08;2,21E+06;4,21E+07;1,69E+09
79087;3,21E+09;2,78E+08;1,91E+07;6,64E+07;8,21E+08;2,47E+09
79868;1,17E+08;4,85E+09;1,70E+09;9,54E+09;2,22E+07;8,09E+09
199857;7,03E+05;4,64E+08;1,72E+08;2,44E+08;1,84E+09;3,47E+08
101928098;9,14E+07;3,09E+07;1,91E+07;5,53E+08;3,33E+08;2,04E+07
85365;1,64E+08;1,95E+09;2,48E+08;1,99E+08;1,09E+09;2,65E+08
10195;1,43E+09;9,27E+07;1,01E+09;9,96E+08;6,88E+08;1,12E+09
29880;9,61E+08;1,21E+09;4,78E+08;1,75E+09;2,33E+09;2,30E+09
29929;8,20E+08;9,27E+07;1,91E+07;2,44E+08;2,00E+08;2,04E+07
79053;1,05E+08;2,32E+09;1,20E+09;1,39E+09;1,55E+08;5,91E+08
79796;2,58E+08;1,82E+09;1,91E+07;7,75E+08;2,11E+09;2,04E+07
238;2,34E+07;1,27E+09;7,36E+09;2,77E+07;9,54E+07;6,73E+08
285016;1,48E+09;3,09E+07;1,28E+09;2,21E+06;2,77E+09;1,41E+08
8846;8,20E+08;3,86E+09;1,91E+07;3,74E+09;1,55E+08;1,98E+09
121642;9,14E+07;3,09E+07;3,25E+08;2,21E+06;5,99E+08;4,69E+08
221120;2,11E+07;3,09E+07;5,73E+07;4,21E+08;1,11E+07;6,32E+07
