...1,CDSeq_estimated_cell_type_1,CDSeq_estimated_cell_type_2,CDSeq_estimated_cell_type_3,CDSeq_estimated_cell_type_4,CDSeq_estimated_cell_type_5,CDSeq_estimated_cell_type_6,SYMBOL,ENTREZID
MAML3,1.19203719156038e-5,1.45427569564418e-5,4.83114539902591e-5,2.2736023295287e-5,2.42779087803926e-6,1.76525717122353e-5,MAML3,55534
MAMLD1,1.95415933042685e-7,1.56373730714428e-7,7.28313376737574e-7,2.76232058727786e-6,4.63487349443859e-6,1.78308805174094e-7,MAMLD1,10046
MAMSTR,8.79371698692081e-6,4.84758565214726e-6,7.04036264179655e-6,3.61226538336335e-6,1.54495783147953e-6,2.31801446726322e-6,MAMSTR,284358
MAN1A1,4.43594168006894e-5,2.54889181064517e-5,4.12710913484625e-6,1.04118237520473e-5,1.03732882970769e-5,8.3805138431824e-6,MAN1A1,4121
MAN1A2,1.23112037816891e-5,2.8162908901668e-4,2.5855124874183e-4,1.4470310153355e-4,2.22915344256332e-5,4.36856572676529e-5,MAN1A2,10905
MAN1B1,1.0415669231175e-4,4.69121192143283e-7,1.21385562789596e-6,6.09835391191342e-5,3.02370318446708e-5,8.02389623283421e-6,MAN1B1,11253
MAN1B1-DT,5.17852222563114e-5,2.07977061850189e-5,1.060909818781e-4,2.14611061011587e-5,2.27329509489131e-5,1.94356597639762e-5,MAN1B1-DT,100289341
MAN1C1,1.95415933042685e-7,5.58254218650507e-5,1.1385965789664e-4,1.8762531373587e-4,1.01746508616e-4,1.96139685691503e-6,MAN1C1,57134
MAN2A1,1.38745312460306e-5,1.67319891864438e-5,3.08319329485573e-5,6.09835391191342e-5,4.19345697115873e-6,5.79503616815804e-5,MAN2A1,4124
MAN2A2,1.95415933042685e-7,7.17755423979224e-5,9.10391720921967e-5,4.46221017944884e-6,3.75204044787886e-6,1.3105697180295e-4,MAN2A2,4122
MAN2B1,1.36791153129879e-6,1.56373730714428e-7,1.72367499161226e-5,1.4236575334432e-5,1.21389543901963e-5,1.69393364915389e-5,MAN2B1,4125
MAN2B2,1.95415933042685e-7,9.27296223136557e-5,6.55482039063816e-6,1.84862993148595e-5,1.7325598538734e-4,1.19466899466643e-5,MAN2B2,23324
MAN2C1,2.5404071295549e-6,1.45427569564418e-5,1.23813274045388e-5,4.86593395758945e-5,4.87765258224252e-5,1.26599251673606e-5,MAN2C1,4123
MANBA,1.36791153129879e-6,1.70447366478726e-5,2.18494013021272e-6,2.01861889070305e-5,1.74359526695547e-5,1.78308805174094e-7,MANBA,4126
MANBAL,2.71628146929332e-5,1.67319891864438e-5,1.69939787905434e-6,4.46221017944884e-6,9.11525120572923e-5,1.78308805174094e-7,MANBAL,63905
MANEA,2.32544960320795e-5,7.81868653572139e-7,8.49698939527169e-6,2.12486199021374e-7,6.62124784919799e-7,1.96139685691503e-6,MANEA,79694
MANEAL,3.38069564163845e-5,1.56373730714428e-7,8.49698939527169e-6,2.82606644698427e-5,9.04903872723725e-6,1.37297779984052e-5,MANEAL,149175
MANF,2.28636641659941e-5,1.57937468021572e-5,4.24849469763585e-5,7.45826558565021e-5,9.04903872723725e-6,1.78308805174094e-7,MANF,7873
MANSC1,1.1138708183433e-5,3.5809584333604e-5,2.9836571333682e-4,1.9697470649281e-4,1.08147048203567e-5,2.01488949846726e-5,MANSC1,54682
MAOA,5.29577178545676e-5,3.20566147964577e-5,5.17102497483677e-5,1.08367961500901e-5,8.16620568067752e-6,1.96139685691503e-6,MAOA,4128
MAOB,2.24728322999087e-5,4.55047556378985e-5,6.23921792738521e-5,1.16867409461755e-5,8.16620568067752e-6,3.01341880744218e-5,MAOB,4129
MAP10,1.95415933042685e-7,1.56373730714428e-7,1.69939787905434e-6,2.76232058727786e-6,1.9863743547594e-6,5.34926415522281e-7,MAP10,54627
MAP1A,3.9024561828624e-4,7.2854521139851e-4,6.06927813947978e-6,8.1403462845088e-4,2.6595345527611e-4,0.00130860832117267,MAP1A,4130
MAP1B,5.1922013409441e-4,0.0030206713562106,3.15602463252949e-6,9.6744966414431e-4,0.00125207796828334,0.00205322589157969,MAP1B,4131
MAP1LC3A,1.70011861747136e-5,3.42458470264597e-5,8.3756038324821e-5,1.5490243908658e-4,1.6133773925879e-4,2.6746320776114e-6,MAP1LC3A,84557
MAP1LC3B,2.5404071295549e-6,4.73812404064716e-5,2.42771125579191e-7,6.1408511517177e-5,2.53814500885923e-5,1.24816163621866e-6,MAP1LC3B,81631
MAP1LC3B2,1.36791153129879e-6,1.56373730714428e-7,2.42771125579191e-7,9.13690655791906e-6,3.75204044787886e-6,1.24816163621866e-6,MAP1LC3B2,643246
MAP1LC3C,1.15295400495184e-5,3.9093432678607e-6,3.86006089670914e-5,5.31215497553434e-6,1.10354130819966e-6,1.37297779984052e-5,MAP1LC3C,440738
MAP1S,2.87261421572747e-5,7.81868653572139e-7,2.42771125579191e-7,4.46221017944884e-6,1.61117030997151e-5,3.01341880744218e-5,MAP1S,55201
MAP2,7.79709572840312e-5,5.1181122062832e-4,1.60957256259e-4,1.4215326714529e-4,1.0086367556944e-4,2.2912681464871e-4,MAP2,4133
MAP2K1,2.93123899564027e-6,8.334719847079e-5,1.28668696556971e-5,4.88718257749159e-6,9.15939285805722e-5,2.15753654260653e-5,MAP2K1,5604
MAP2K2,3.49794520146406e-5,1.20407772650109e-5,1.86933766695977e-5,3.76100572267831e-5,2.20708261639933e-7,2.01488949846726e-5,MAP2K2,5605
MAP2K3,1.95415933042685e-7,3.59659580643184e-6,2.0368497436094e-4,1.3577868117465e-4,1.47874535298755e-5,1.1821873783042e-4,MAP2K3,5606
MAP2K4,1.5691899423327e-4,1.149346920751e-4,2.7457414303006e-4,2.76232058727786e-6,3.24441144610702e-5,2.6122239958004e-4,MAP2K4,6416
MAP2K5,1.2916993174121e-4,9.92973190036616e-5,1.1677291140359e-4,9.56187895596181e-6,2.20708261639933e-7,1.78308805174094e-7,MAP2K5,5607
MAP2K6,2.5404071295549e-6,3.54968368721751e-5,1.69939787905434e-6,2.14611061011587e-5,3.310623924599e-6,1.19466899466643e-5,MAP2K6,5608
MAP2K7,1.4871152504548e-4,5.23851997893333e-5,1.1410242902222e-5,1.5957713546505e-4,7.21716015562581e-5,8.02389623283421e-6,MAP2K7,5609
MAP3K1,2.44269916303356e-5,1.04770399578667e-5,1.21385562789596e-6,1.06243099510687e-6,6.33432710906608e-5,9.82481516509256e-5,MAP3K1,4214
MAP3K10,1.27020356477745e-5,1.61064942635861e-5,1.43234964091723e-5,7.16078490702029e-5,2.42779087803926e-6,5.17095535004871e-6,MAP3K10,4294
MAP3K11,3.38069564163845e-5,1.56373730714428e-7,7.28313376737574e-7,1.33866305383465e-5,1.3021787436756e-5,6.95404340178965e-6,MAP3K11,4296
MAP3K12,6.42918419710433e-5,1.76702315707303e-5,5.65656722599516e-5,2.12486199021374e-7,1.92016187626742e-5,5.40275679677504e-5,MAP3K12,7786
MAP3K13,1.0454752417783e-4,8.08452187793592e-5,8.03572425667123e-5,1.89112717129022e-5,3.310623924599e-6,4.10110251900415e-6,MAP3K13,9175
MAP3K14,1.97370092373112e-5,7.81868653572139e-7,7.28313376737574e-7,3.1872929853206e-6,3.310623924599e-6,5.88419057074509e-6,MAP3K14,9020
MAP3K14-AS1,4.10373459389638e-6,7.81868653572139e-7,8.01144714411331e-6,6.37458597064121e-7,6.62124784919799e-7,5.5275729603969e-6,MAP3K14-AS1,100133991
MAP3K15,1.50470268442867e-5,1.11025348807244e-5,7.28313376737574e-7,5.73712737357709e-6,1.16975378669165e-5,5.88419057074509e-6,MAP3K15,389840
MAP3K19,1.15295400495184e-5,1.09461611500099e-6,1.21385562789596e-6,3.61226538336335e-6,6.84195611083792e-6,5.34926415522281e-7,MAP3K19,80122
MAP3K2,1.6278147222455e-4,1.030502885408e-4,2.3475967843507e-4,6.58707216966258e-6,7.28337263411779e-6,1.9810108254841e-4,MAP3K2,10746
MAP3K2-DT,1.36791153129879e-6,7.81868653572139e-7,4.61265138600463e-6,1.91237579119236e-6,2.20708261639933e-7,1.96139685691503e-6,MAP3K2-DT,100506922
MAP3K20,1.0767417910651e-4,8.1157966240788e-5,1.235705029198e-4,1.46615477324748e-5,6.81988528467393e-5,7.07885956541152e-5,MAP3K20,51776
MAP3K20-AS1,1.95415933042685e-7,4.69121192143283e-7,7.28313376737574e-7,5.73712737357709e-6,1.10354130819966e-6,4.10110251900415e-6,MAP3K20-AS1,339751
MAP3K21,2.32544960320795e-5,2.03285849928756e-6,1.09247006510636e-5,9.98685135400456e-6,1.69945361462748e-5,8.91544025870468e-7,MAP3K21,84451
MAP3K3,3.53702838807259e-5,1.56373730714428e-7,2.01500034230729e-5,3.63351400326549e-5,1.12561213436366e-5,1.15900723363161e-5,MAP3K3,4215
MAP3K4,5.66706205823786e-6,3.28384834500298e-6,2.93753061950821e-5,1.72113821207313e-5,5.95912306427819e-6,6.75790371609815e-5,MAP3K4,4216
MAP3K5,1.6278147222455e-4,6.42696033236298e-5,1.1143194664084e-4,2.12486199021374e-7,1.3970832961807e-4,1.47996308294498e-5,MAP3K5,4217
MAP3K5-AS1,2.93123899564027e-6,4.69121192143283e-7,1.23813274045388e-5,1.91237579119236e-6,2.86920740131913e-6,1.78308805174094e-7,MAP3K5-AS1,101928461
MAP3K5-AS2,5.86247799128054e-7,5.78582803643383e-6,7.28313376737574e-7,1.06243099510687e-6,1.12561213436366e-5,5.34926415522281e-7,MAP3K5-AS2,101928429
MAP3K6,1.73920180407989e-5,1.72011103785871e-6,4.05427779717249e-5,1.89112717129022e-5,1.83187857161144e-5,2.6746320776114e-6,MAP3K6,9064
MAP3K7,6.05789392432323e-6,4.39410183307542e-5,2.64620526881318e-5,4.35596707993816e-5,9.04903872723725e-6,3.38786729830778e-6,MAP3K7,6885
MAP3K7CL,2.5404071295549e-6,1.56373730714428e-7,2.42771125579191e-7,6.16209977161983e-6,2.20708261639933e-7,1.78308805174094e-7,MAP3K7CL,56911
MAP3K8,4.35777530685187e-5,7.97506026643582e-6,1.72367499161226e-5,2.76232058727786e-6,2.20708261639933e-7,1.65827188811907e-5,MAP3K8,1326
MAP3K9,4.16235937380918e-5,7.30265322436378e-5,6.77331440365943e-5,2.86856368678854e-5,3.64168631705889e-5,1.78308805174094e-7,MAP3K9,4293
MAP3K9-DT,6.4487257904086e-6,6.41132295929154e-6,2.42771125579191e-7,6.16209977161983e-6,2.20708261639933e-7,8.91544025870468e-7,MAP3K9-DT,100506411
MAP4,3.351383251682e-4,3.338579150753e-4,0.00120875743425879,7.95335842937e-4,9.8502097169902e-4,7.0949073578771e-4,MAP4,4134
MAP4K1,3.30252926842137e-5,1.09461611500099e-6,3.32596442043492e-5,5.31215497553434e-6,2.09672848557936e-5,1.37297779984052e-5,MAP4K1,11184
MAP4K2,9.18454885300618e-6,7.81868653572139e-7,5.5837358883214e-6,3.61226538336335e-6,6.84195611083792e-6,3.38786729830778e-6,MAP4K2,5871
MAP4K3,1.95415933042685e-7,2.76781503364537e-5,8.3756038324821e-5,5.9708621925006e-5,4.17138614499473e-5,1.96139685691503e-6,MAP4K3,8491
MAP4K3-DT,7.9925116614458e-5,1.64192417250149e-5,5.65656722599516e-5,1.72113821207313e-5,5.95912306427819e-6,1.78308805174094e-7,MAP4K3-DT,728730
MAP4K4,9.77079665213423e-7,2.1907959673091e-4,2.68262093765e-4,2.6157051099531e-4,1.16975378669165e-5,6.8809367916682e-4,MAP4K4,9448
MAP4K5,2.79444784251039e-5,5.77019066336239e-5,4.19994047252001e-5,2.33734818923511e-6,1.1896175302392e-4,1.5673343974802e-4,MAP4K5,11183
MAP6,2.0538214562786e-4,2.3346597995664e-4,3.90861512182498e-5,2.76232058727786e-6,1.54495783147953e-6,2.87077176330291e-5,MAP6,4135
MAP6D1,2.95078058894454e-5,2.7052655413596e-5,2.42771125579191e-7,1.2812917800988e-4,2.53814500885923e-5,1.9079042153628e-5,MAP6D1,79929
MAP7,1.3933156025943e-4,2.384699393395e-4,5.2268623337199e-4,5.73712737357709e-6,2.0636222463333e-4,3.3040621598759e-4,MAP7,9053
MAP7D1,1.95415933042685e-7,2.29869384150209e-5,2.11210879253896e-5,1.97612165089877e-5,2.20708261639933e-7,7.54246245886416e-5,MAP7D1,55700
MAP7D2,8.01205325475007e-6,6.67715830150607e-5,8.86114608364048e-5,4.10098364111251e-5,5.9370522381142e-5,1.24816163621866e-6,MAP7D2,256714
MAP7D3,1.34836993799452e-5,3.28384834500298e-6,2.88897639439238e-5,9.98685135400456e-6,1.21389543901963e-5,9.80698428457515e-6,MAP7D3,79649
MAP9,8.79371698692081e-6,3.2040977423386e-4,2.59765104369735e-5,1.5405249429049e-4,1.2028600259376e-4,2.6746320776114e-6,MAP9,79884
MAPDA,8.01205325475007e-6,9.85154503500895e-6,2.54909681858151e-5,1.7636354518774e-5,2.20708261639933e-7,2.31801446726322e-6,MAPDA,161823
MAPK1,9.4170938133269e-4,8.6803057919578e-4,9.88078481107308e-5,4.1243571230048e-4,6.4027466701744e-4,7.8972969811606e-4,MAPK1,5594
MAPK10,1.95415933042685e-7,6.23931185550567e-5,2.42771125579191e-7,5.7647505794498e-4,2.20708261639933e-7,1.78308805174094e-7,MAPK10,5602
MAPK10-AS1,2.44269916303356e-5,5.7389159172195e-5,2.45198836834983e-5,9.98685135400456e-6,4.48037771129064e-5,1.24816163621866e-6,MAPK10-AS1,101929064
MAPK11,1.50470268442867e-5,7.03681788214925e-6,5.09819363716302e-6,6.77830974878182e-5,5.01007753922648e-5,6.32996258368032e-5,MAPK11,5600
MAPK12,7.60167979536044e-5,7.81868653572139e-7,5.41379610041596e-5,6.43833183034762e-5,1.16975378669165e-5,3.38786729830778e-6,MAPK12,6300
MAPK13,2.63811509607624e-5,7.66231280500696e-6,3.56873554601411e-5,2.12486199021374e-7,2.18501179023534e-5,2.19319830364135e-5,MAPK13,5603
MAPK14,9.57538071909155e-6,4.23772810236099e-5,6.77331440365943e-5,2.14611061011587e-5,3.77411127404285e-5,7.4354771757597e-5,MAPK14,1432
MAPK15,1.73920180407989e-5,4.53483819071841e-6,8.01144714411331e-6,2.76232058727786e-6,5.95912306427819e-6,5.17095535004871e-6,MAPK15,225689
MAPK1IP1L,5.0905850557619e-4,8.1298702598431e-4,7.8536459124868e-4,2.1652343680278e-4,0.00133374002509012,1.3016542777708801e-05,MAPK1IP1L,93487
MAPK3,4.82677354615431e-5,1.14152823421532e-5,1.69939787905434e-6,2.52858576835435e-5,6.40053958755806e-6,1.08768371156197e-5,MAPK3,5595
MAPK4,2.93123899564027e-6,1.61064942635861e-5,1.62656654138058e-5,4.05848640130823e-5,1.92016187626742e-5,6.59742579144146e-6,MAPK4,5596
MAPK6,1.95415933042685e-7,1.70447366478726e-5,8.01144714411331e-6,2.33734818923511e-6,6.40053958755806e-6,1.58694836604943e-5,MAPK6,5597
MAPK7,3.71290272781101e-6,7.81868653572139e-7,3.27741019531908e-5,2.14611061011587e-5,2.86920740131913e-6,7.66727862248602e-6,MAPK7,5598
MAPK8,4.4691623886862e-4,2.5097983779665e-4,7.28313376737574e-7,5.73712737357709e-6,7.21716015562581e-5,6.95404340178965e-6,MAPK8,5599
MAPK8IP1,7.95342847483727e-5,4.69121192143283e-7,1.04391583999052e-5,2.95355816639709e-5,6.99645189398588e-5,2.90643352433773e-5,MAPK8IP1,9479
MAPK8IP2,8.85234176683362e-5,1.42300094950129e-5,3.27741019531908e-5,7.3732711060416607e-05,1.25803709134762e-5,2.72812471916363e-5,MAPK8IP2,23542
MAPK8IP3,2.9840012975618e-4,3.92498064093214e-5,5.41379610041596e-5,1.9442487210455e-4,5.31906910552239e-5,6.18731553954105e-5,MAPK8IP3,23162
MAPK8IP3-AS1,1.95415933042685e-7,1.56373730714428e-7,1.04391583999052e-5,2.12486199021374e-7,8.60762220395739e-6,5.34926415522281e-7,MAPK8IP3-AS1,101929480
MAPK9,1.6239064035847e-4,2.5348181748808e-4,2.0611268561673e-4,1.33866305383465e-5,2.8007878402107e-4,5.97334497333213e-5,MAPK9,5601
MAPKAP1,5.27623019215249e-6,1.51682518792995e-5,2.7918679441607e-5,7.67075178467159e-5,8.98282624874527e-5,5.47408031884467e-5,MAPKAP1,79109
MAPKAPK2,1.8564513639055e-5,6.7240704207204e-6,9.49235101014638e-5,8.18071866232288e-5,9.73323433832105e-5,7.54246245886416e-5,MAPKAPK2,9261
MAPKAPK3,9.18454885300618e-6,1.48555044178706e-5,1.69939787905434e-6,3.93099468189541e-5,9.04903872723725e-6,1.76525717122353e-5,MAPKAPK3,7867
MAPKAPK5,4.24052574702626e-5,3.01801300278846e-5,2.42771125579191e-7,5.31215497553434e-6,5.07629001771846e-6,2.19319830364135e-5,MAPKAPK5,8550
MAPKAPK5-AS1,1.36791153129879e-6,1.56373730714428e-7,1.5294580911489e-5,2.18860784992015e-5,2.36157839954728e-5,5.17095535004871e-6,MAPKAPK5-AS1,51275
MAPKBP1,6.05789392432323e-6,2.4863423183594e-5,1.72367499161226e-5,5.6308842740664e-5,1.9863743547594e-6,9.80698428457515e-6,MAPKBP1,23005
MAPRE1,2.5384529702244e-4,2.2596004088234e-4,4.29704892275168e-5,5.73712737357709e-6,3.0832944151098e-4,3.689209179052e-4,MAPRE1,22919
MAPRE2,1.8662221605576e-4,1.0586501569366e-4,2.18494013021272e-6,2.18860784992015e-5,4.21552779732272e-5,1.9079042153628e-5,MAPRE2,10982
MAPRE3,1.2877909987512e-4,2.0375497112089e-4,3.90861512182498e-5,2.0504918205562e-4,1.5868924011911e-4,1.0502388624754e-4,MAPRE3,22924
MAPT,6.450679949739e-4,2.2814927311235e-4,2.1242473488179e-4,1.3492873637857e-4,3.64168631705889e-5,1.6957167372056e-4,MAPT,4137
MAPT-AS1,1.46561949782014e-5,3.9093432678607e-6,7.98717003155539e-5,1.06243099510687e-6,1.16975378669165e-5,5.34926415522281e-7,MAPT-AS1,100128977
MARCHF1,2.14957526346953e-6,7.70922492422129e-5,4.58837427344671e-5,1.67864097226885e-5,2.3174367472193e-5,2.65680119709399e-5,MARCHF1,55016
MARCHF10,1.0220253298132e-4,9.5387975735801e-6,2.74331371904486e-5,1.63614373246458e-5,2.20708261639933e-7,2.6746320776114e-6,MARCHF10,162333
MARCHF10-DT,1.75874339738416e-6,1.09461611500099e-6,2.42771125579191e-7,4.46221017944884e-6,5.95912306427819e-6,1.78308805174094e-7,MARCHF10-DT,101927877
MARCHF11,1.95415933042685e-7,7.34956534357811e-6,1.18957851533804e-5,1.04118237520473e-5,2.20708261639933e-7,3.74448490865597e-6,MARCHF11,441061
MARCHF11-DT,2.93123899564027e-6,4.69121192143283e-7,7.28313376737574e-7,5.73712737357709e-6,2.20708261639933e-7,5.34926415522281e-7,MARCHF11-DT,401176
MARCHF2,3.57611157468113e-5,6.41132295929154e-6,3.15602463252949e-6,2.14611061011587e-5,9.04903872723725e-6,4.45772012935234e-6,MARCHF2,51257
MARCHF3,2.32544960320795e-5,2.97110088357413e-6,2.59765104369735e-5,3.46352504404839e-5,2.53814500885923e-5,5.17095535004871e-6,MARCHF3,115123
MARCHF4,3.32207086172564e-6,1.56373730714428e-7,2.42771125579191e-7,1.21117133442183e-5,5.07629001771846e-6,8.91544025870468e-7,MARCHF4,57574
MARCHF5,1.46561949782014e-5,2.86163927207403e-5,3.1803017450874e-5,1.9336244110945e-5,9.49045525051712e-6,2.6746320776114e-6,MARCHF5,54708
MARCHF6,8.8464792888423e-4,8.2893714651718e-4,0.00158068279864611,1.8167570016327e-4,5.95912306427819e-6,3.5929224242579e-4,MARCHF6,10299
MARCHF6-DT,1.95415933042685e-7,1.56373730714428e-7,8.49698939527169e-6,1.48740339314961e-6,6.62124784919799e-7,6.59742579144146e-6,MARCHF6-DT,101929977
MARCHF7,4.98310629258846e-5,1.5496636713799e-4,2.0902593912368e-4,1.2005470244707e-4,1.2867291653608e-4,1.0003123970266e-4,MARCHF7,64844
MARCHF8,1.2721577241078e-4,8.05324713179303e-5,7.30741087993365e-5,4.46221017944884e-6,1.9863743547594e-6,1.0716359190963e-4,MARCHF8,220972
MARCHF9,1.1138708183433e-5,4.84758565214726e-6,1.21385562789596e-6,9.56187895596181e-6,1.03732882970769e-5,8.91544025870468e-7,MARCHF9,92979
MARCKS,0.00350712975031706,0.00221347015826273,1.69939787905434e-6,1.12617685481328e-5,0.00768969654379691,0.00307743166849968,MARCKS,4082
MARCKSL1,4.10373459389638e-6,3.92498064093214e-5,1.91789189207561e-5,1.72113821207313e-5,8.71797633477735e-5,1.3016542777708801e-05,MARCKSL1,65108
MARCO,2.28636641659941e-5,3.9093432678607e-6,1.48090386603307e-5,2.14611061011587e-5,2.20708261639933e-7,1.78308805174094e-7,MARCO,8685
MARF1,1.95415933042685e-7,3.45585944878885e-5,2.42771125579191e-7,3.5081471458428e-4,1.9863743547594e-6,8.73713145353059e-6,MARF1,9665
MARK1,1.50470268442867e-5,7.05245525522069e-5,3.15602463252949e-6,3.42102780424411e-5,9.38010111969715e-5,1.58694836604943e-5,MARK1,4139
MARK2,1.73920180407989e-5,4.69121192143283e-7,1.69939787905434e-6,2.35859680913725e-5,2.20708261639933e-7,8.91544025870468e-7,MARK2,2011
MARK2P21,3.32207086172564e-6,1.72011103785871e-6,7.28313376737574e-7,7.01204456770533e-6,6.40053958755806e-6,1.60477924656684e-6,MARK2P21,497049
MARK3,4.90493991937139e-5,1.56373730714428e-7,1.48090386603307e-5,1.91237579119236e-6,2.20708261639933e-7,1.26599251673606e-5,MARK3,4140
MARK4,1.23112037816891e-5,7.6779501780784e-5,1.6532713651942e-4,2.4032189109317e-4,1.1234050517472e-4,5.5275729603969e-6,MARK4,57787
MARS1,1.54378587103721e-5,8.334719847079e-5,7.98717003155539e-5,4.78093947798091e-5,2.49400335653124e-5,1.0145771014405e-4,MARS1,4141
MARS2,4.10373459389638e-6,1.56373730714428e-7,9.46807389758846e-6,2.61358024796289e-5,2.20708261639933e-7,6.95404340178965e-6,MARS2,92935
MARVELD1,3.69336113450674e-5,7.81868653572139e-7,2.42771125579191e-7,1.55114925285603e-5,2.89127822748312e-5,1.24816163621866e-6,MARVELD1,83742
MARVELD2,1.62195224425428e-5,3.28384834500298e-6,2.45198836834983e-5,1.16867409461755e-5,9.49045525051712e-6,2.19319830364135e-5,MARVELD2,153562
MARVELD3,2.09095048355673e-5,5.16033311357612e-6,4.34560314786752e-5,5.20591187602365e-5,7.28337263411779e-6,1.96139685691503e-6,MARVELD3,91862
MAS1,5.86247799128054e-7,1.56373730714428e-7,2.42771125579191e-7,1.91237579119236e-6,6.62124784919799e-7,9.09374906387877e-6,MAS1,4142
MAS1L,8.79371698692081e-6,2.65835342214527e-6,2.42771125579191e-7,2.76232058727786e-6,2.20708261639933e-7,1.78308805174094e-7,MAS1L,116511
MASP1,1.66103543086282e-5,1.09461611500099e-6,8.7640376334088e-5,7.07579042741174e-5,2.05258683325138e-5,4.45772012935234e-6,MASP1,5648
MASP2,5.27623019215249e-6,5.47308057500497e-6,2.42771125579191e-7,3.20854160522274e-5,1.3021787436756e-5,5.34926415522281e-7,MASP2,10747
MAST1,2.75536465590185e-5,5.16033311357612e-6,1.09247006510636e-5,1.38116029363893e-5,2.80299492282715e-5,1.24816163621866e-6,MAST1,22983
MAST2,1.0572001977609e-4,4.70684929450428e-5,3.61728977112995e-5,1.3662862597074e-4,3.33269475076299e-5,1.01636018949233e-5,MAST2,23139
MAST3,7.21084792927507e-5,3.73733216407482e-5,1.21385562789596e-6,2.2736023295287e-5,5.07629001771846e-6,1.96139685691503e-6,MAST3,23031
MAST4,2.1437127854782e-4,1.1806216668939e-4,2.42771125579191e-7,2.6199548339335e-4,1.54495783147953e-6,3.38786729830778e-6,MAST4,375449
MASTL,1.95415933042685e-7,4.69121192143283e-7,5.09819363716302e-6,1.06243099510687e-6,2.86920740131913e-6,1.78308805174094e-7,MASTL,84930
MAT1A,3.32207086172564e-6,1.56373730714428e-7,8.98253164643008e-6,7.43701696574807e-6,6.62124784919799e-7,1.24816163621866e-6,MAT1A,4143
MAT2A,1.1939913508908e-4,1.5871933667514e-4,9.15247143433551e-5,1.8805028613391e-4,1.4765382703711e-4,4.081488550435e-4,MAT2A,4144
MAT2B,1.0689251537434e-4,1.5152614506228e-4,1.1046086213853e-4,1.0518066851558e-4,2.84713657515514e-5,1.5566358691698e-4,MAT2B,27430
MATCAP1,1.73920180407989e-5,5.77019066336239e-5,2.45198836834983e-5,4.10098364111251e-5,3.75204044787886e-6,2.72812471916363e-5,MATCAP1,653319
MATCAP2,1.95415933042685e-7,7.81868653572139e-7,3.64156688368787e-6,2.12486199021374e-7,2.20708261639933e-7,7.66727862248602e-6,MATCAP2,23366
MATK,1.70011861747136e-5,4.69121192143283e-7,2.59765104369735e-5,2.65607748776717e-5,2.42779087803926e-6,1.65827188811907e-5,MATK,4145
MATN1,9.77079665213423e-7,1.89212214164458e-5,2.25777146788648e-5,3.25103884502702e-5,1.12561213436366e-5,1.24816163621866e-6,MATN1,4146
MATN1-AS1,2.14957526346953e-6,2.34560596071642e-6,9.00680875898799e-5,6.05585667210915e-5,1.54495783147953e-6,2.65680119709399e-5,MATN1-AS1,100129196
MATN2,1.95415933042685e-7,8.60055518929353e-6,1.04391583999052e-5,7.43701696574807e-6,2.42779087803926e-6,5.34926415522281e-7,MATN2,4147
MATN3,1.36791153129879e-6,4.69121192143283e-7,1.69939787905434e-6,2.12486199021374e-7,1.10354130819966e-6,5.88419057074509e-6,MATN3,4148
MATN4,2.52086553625063e-5,4.69121192143283e-7,9.95361614874684e-6,5.31215497553434e-6,4.63487349443859e-6,1.96139685691503e-6,MATN4,8785
MATR3,8.3501228189139e-4,8.8835916418866e-4,2.3427413618392e-4,2.415968082873e-4,3.0479810932474e-4,1.4817461709967e-4,MATR3,9782
MAU2,3.32207086172564e-6,7.05245525522069e-5,5.41379610041596e-5,1.5490243908658e-4,5.09836084388245e-5,4.68952157607866e-5,MAU2,23383
MAVS,6.97634880962384e-5,9.5387975735801e-6,1.82078344184393e-5,5.16341463621938e-5,6.40053958755806e-6,4.45772012935234e-6,MAVS,57506
MAX,1.8779471165402e-4,4.17517861007522e-5,2.6971872051848e-4,2.0589912685171e-4,3.0303244323162e-4,1.6564888000673e-4,MAX,4149
MAZ,1.36791153129879e-6,2.61144130293094e-5,8.01144714411331e-6,4.5663284169693e-4,3.9043291484104e-4,6.4708265397678e-4,MAZ,4150
MB,9.77079665213423e-7,2.03285849928756e-6,1.69939787905434e-6,6.37458597064121e-7,2.86920740131913e-6,1.78308805174094e-7,MB,4151
MB21D2,3.88877706754943e-5,4.22209072928955e-6,1.72367499161226e-5,7.86198936379082e-6,3.310623924599e-6,1.76525717122353e-5,MB21D2,151963
MBD1,1.854497204575e-4,7.66231280500696e-6,7.04036264179655e-6,5.9708621925006e-5,2.58228666118722e-5,1.96139685691503e-6,MBD1,4152
MBD2,3.6542779478982e-5,4.61302505607562e-5,8.47271228271377e-5,2.01861889070305e-5,9.51252607668111e-5,1.3016542777708801e-05,MBD2,8932
MBD3,6.23376826406164e-5,1.76702315707303e-5,2.50054259346567e-5,2.12486199021374e-7,2.20708261639933e-7,2.54981591398954e-5,MBD3,53615
MBD3L1,1.23112037816891e-5,4.69121192143283e-7,8.01144714411331e-6,1.06243099510687e-6,2.20708261639933e-7,3.03124968795959e-6,MBD3L1,85509
MBD3L2,2.5404071295549e-6,1.09461611500099e-6,5.09819363716302e-6,2.12486199021374e-7,6.62124784919799e-7,4.81433773970053e-6,MBD3L2,125997
MBD4,9.24317363291899e-5,2.17359485693055e-5,4.05427779717249e-5,2.12486199021374e-7,8.16620568067752e-6,1.78308805174094e-7,MBD4,8930
