...1,CDSeq_estimated_cell_type_1,CDSeq_estimated_cell_type_2,CDSeq_estimated_cell_type_3,CDSeq_estimated_cell_type_4,CDSeq_estimated_cell_type_5,CDSeq_estimated_cell_type_6,SYMBOL,ENTREZID
FAP,1.95415933042685e-7,1.56373730714428e-7,2.42771125579191e-7,1.33866305383465e-5,1.10354130819966e-6,1.78308805174094e-7,FAP,2191
FAR1,7.36718067570921e-5,8.83511578536517e-5,1.3668014370108e-4,7.43701696574807e-6,7.39372676493776e-5,7.31066101213784e-6,FAR1,84188
FAR2,4.10373459389638e-6,4.33155234078965e-5,1.38379541580139e-5,9.37064137684257e-5,6.62124784919799e-7,1.58694836604943e-5,FAR2,55711
FAR2P1,1.23112037816891e-5,2.03285849928756e-6,1.96644611719145e-5,2.33734818923511e-6,6.84195611083792e-6,5.34926415522281e-7,FAR2P1,440905
FAR2P2,8.01205325475007e-6,5.47308057500497e-6,1.62656654138058e-5,7.33077386623739e-5,4.19345697115873e-6,1.78308805174094e-7,FAR2P2,100216479
FARP1,3.4608161741859e-4,9.08531375450825e-5,2.93753061950821e-5,6.94829870799892e-5,1.4809524356039e-4,3.76231578917337e-5,FARP1,10160
FARP2,3.41977882824698e-5,2.64271604907383e-5,1.91789189207561e-5,5.88586771289205e-5,1.78773691928346e-5,5.88419057074509e-6,FARP2,9855
FARS2,6.83955765649396e-6,2.4863423183594e-5,5.21957919995261e-5,5.33340359543648e-5,5.05421919155447e-5,3.40569817882519e-5,FARS2,10667
FARS2-AS1,1.36791153129879e-6,1.72011103785871e-6,3.64156688368787e-6,1.06243099510687e-6,2.20708261639933e-7,5.17095535004871e-6,FARS2-AS1,101927972
FARSA,7.9925116614458e-5,7.34956534357811e-6,2.54909681858151e-5,3.42102780424411e-5,7.74685998356165e-5,3.01341880744218e-5,FARSA,2193
FARSB,4.88539832606712e-6,6.73970779379184e-5,6.96753130412279e-5,4.14348088091678e-5,6.62124784919799e-7,8.02389623283421e-6,FARSB,10056
FAS,9.77079665213423e-7,3.28384834500298e-6,3.64156688368787e-6,1.08367961500901e-5,6.2460438044101e-5,4.45772012935234e-6,FAS,355
FAS-AS1,9.57538071909155e-6,7.81868653572139e-7,7.52590489295493e-6,2.76232058727786e-6,2.20708261639933e-7,2.31801446726322e-6,FAS-AS1,100302740
FASLG,5.86247799128054e-7,2.03285849928756e-6,4.12710913484625e-6,4.46221017944884e-6,1.10354130819966e-6,6.59742579144146e-6,FASLG,356
FASN,6.31193463727872e-5,1.09461611500099e-6,8.98253164643008e-6,6.16209977161983e-6,4.56866101594661e-5,2.4784923919199e-5,FASN,2194
FASTK,3.34161245502991e-5,5.7389159172195e-5,1.1580182690127e-4,1.7785094858089e-4,6.99645189398588e-5,7.00753604334188e-5,FASTK,10922
FASTKD1,1.95415933042685e-7,6.41132295929154e-6,2.88897639439238e-5,1.91237579119236e-6,3.24441144610702e-5,2.31801446726322e-6,FASTKD1,79675
FASTKD2,4.31869212024333e-5,4.22209072928955e-6,2.18494013021272e-6,2.12486199021374e-7,1.74359526695547e-5,1.19466899466643e-5,FASTKD2,22868
FASTKD3,1.95415933042685e-7,5.78582803643383e-6,2.42771125579191e-7,6.16209977161983e-6,5.95912306427819e-6,8.3805138431824e-6,FASTKD3,79072
FASTKD5,1.95415933042685e-7,1.56373730714428e-7,3.15602463252949e-6,9.98685135400456e-6,1.54495783147953e-6,3.38786729830778e-6,FASTKD5,60493
FAT1,2.14957526346953e-6,1.72011103785871e-6,1.1410242902222e-5,1.12617685481328e-5,8.58555137779339e-5,4.61819805400902e-5,FAT1,2195
FAT2,4.10373459389638e-6,1.40736357642985e-6,5.5837358883214e-6,4.0372377814061e-6,5.51770654099833e-6,1.78308805174094e-7,FAT2,2196
FAT3,9.16500725970191e-5,1.9656177950803e-4,1.0997531988737e-4,1.6552674903765e-4,3.310623924599e-6,1.24816163621866e-6,FAT3,120114
FAT4,5.86247799128054e-7,1.14152823421532e-5,8.49698939527169e-6,9.56187895596181e-6,1.54495783147953e-6,3.74448490865597e-6,FAT4,79633
FATE1,2.98986377555308e-5,1.40736357642985e-6,9.95361614874684e-6,7.86198936379082e-6,6.40053958755806e-6,2.31801446726322e-6,FATE1,89885
FAU,4.90493991937139e-5,4.51920081764696e-5,5.70512145111099e-5,4.46221017944884e-6,2.20708261639933e-7,8.39834472369981e-5,FAU,2197
FAXC,8.79371698692081e-6,6.3956855862201e-5,4.87969962414174e-5,6.37458597064121e-7,1.6553119622995e-5,6.08033025643659e-5,FAXC,84553
FAXDC2,4.10373459389638e-6,2.4863423183594e-5,1.21385562789596e-6,3.7843792045706e-4,1.7502165148046e-4,5.88419057074509e-6,FAXDC2,10826
FBF1,4.39685849346041e-5,1.42300094950129e-5,5.94789257669018e-5,5.33340359543648e-5,1.10354130819966e-6,3.38786729830778e-6,FBF1,85302
FBH1,1.95415933042685e-7,2.048495872359e-5,1.18957851533804e-5,1.97612165089877e-5,1.54495783147953e-6,2.87077176330291e-5,FBH1,84893
FBL,1.75874339738416e-6,1.56373730714428e-7,8.49698939527169e-6,7.86198936379082e-6,6.62124784919799e-7,2.31801446726322e-6,FBL,2091
FBLIM1,9.0477576998763e-5,1.56373730714428e-7,2.01500034230729e-5,2.1036133703116e-5,6.73160198001796e-5,1.19466899466643e-5,FBLIM1,54751
FBLL1,1.0220253298132e-4,1.40736357642985e-6,2.017428053563e-4,1.4236575334432e-5,9.11525120572923e-5,4.86783038125275e-5,FBLL1,345630
FBLN1,1.1666331202648e-4,1.98594638007323e-5,4.39415737298336e-5,5.50339255465358e-5,2.20708261639933e-7,3.90496283331265e-5,FBLN1,2192
FBLN2,1.8564513639055e-5,2.34560596071642e-6,3.47162709578243e-5,4.44096155954671e-5,6.62124784919799e-7,1.78308805174094e-7,FBLN2,2199
FBLN5,3.32207086172564e-6,2.32996858764497e-5,9.95361614874684e-6,5.71587875367495e-5,5.23078580086641e-5,4.81433773970053e-6,FBLN5,10516
FBLN7,9.77079665213423e-7,5.47308057500497e-6,1.04391583999052e-5,1.91237579119236e-6,1.9863743547594e-6,5.17095535004871e-6,FBLN7,129804
FBN1,2.14957526346953e-6,4.69121192143283e-7,1.04391583999052e-5,1.9336244110945e-5,2.20708261639933e-7,1.78308805174094e-7,FBN1,2200
FBN1-DT,7.23038952257933e-6,1.56373730714428e-7,1.69939787905434e-6,2.12486199021374e-7,2.20708261639933e-7,1.78308805174094e-7,FBN1-DT,105370809
FBN2,3.32207086172564e-6,1.72011103785871e-6,2.6704823813711e-6,7.43701696574807e-6,9.49045525051712e-6,1.78308805174094e-7,FBN2,2201
FBN3,5.66706205823786e-6,1.09461611500099e-6,4.61265138600463e-6,1.06243099510687e-6,2.20708261639933e-7,8.91544025870468e-7,FBN3,84467
FBP1,2.5404071295549e-6,5.16033311357612e-6,3.64156688368787e-6,1.06243099510687e-6,8.60762220395739e-6,1.24816163621866e-6,FBP1,2203
FBP2,1.36791153129879e-6,1.56373730714428e-7,2.42771125579191e-7,6.16209977161983e-6,7.28337263411779e-6,1.60477924656684e-6,FBP2,8789
FBRS,4.7095239863287e-5,7.03681788214925e-6,5.09819363716302e-6,1.9336244110945e-5,4.56866101594661e-5,9.80698428457515e-6,FBRS,64319
FBRSL1,4.8365443428064e-4,3.64350792564617e-5,5.5327539519497e-4,1.33866305383465e-5,1.2249308521016e-4,1.6564888000673e-4,FBRSL1,57666
FBXL12,1.36791153129879e-6,9.85154503500895e-6,1.18957851533804e-5,2.91106092659282e-5,1.25803709134762e-5,1.08768371156197e-5,FBXL12,54850
FBXL13,2.14957526346953e-6,6.09857549786268e-6,8.01144714411331e-6,4.0372377814061e-6,4.19345697115873e-6,1.78308805174094e-7,FBXL13,222235
FBXL14,7.64076298196897e-5,3.14311198736e-5,4.34560314786752e-5,4.61095051876381e-5,6.95231024165789e-5,9.09374906387877e-6,FBXL14,144699
FBXL15,1.46561949782014e-5,7.81868653572139e-7,2.42771125579191e-7,2.12486199021374e-7,4.19345697115873e-6,1.60477924656684e-6,FBXL15,79176
FBXL16,5.06127266580553e-5,4.0547708374251e-4,5.6735612047857e-4,4.4430864215369e-4,4.1382799057487e-4,1.2535109003738e-4,FBXL16,146330
FBXL17,3.92786025415796e-5,2.4879060556665e-4,2.7457414303006e-4,9.45563585645112e-5,2.5800795785708e-4,2.2698710898662e-4,FBXL17,64839
FBXL18,1.3542324159858e-4,9.5387975735801e-6,1.4299219296614e-4,3.29353608483129e-5,7.28337263411779e-6,1.83658069329316e-5,FBXL18,80028
FBXL19,9.77079665213423e-7,1.45427569564418e-5,7.28313376737574e-7,4.22847536052533e-5,1.16975378669165e-5,6.95404340178965e-6,FBXL19,54620
FBXL19-AS1,1.27020356477745e-5,1.56373730714428e-7,2.42771125579191e-7,6.37458597064121e-7,1.10354130819966e-6,1.78308805174094e-7,FBXL19-AS1,283932
FBXL2,4.24052574702626e-5,1.11025348807244e-5,2.42771125579191e-7,1.4236575334432e-5,2.14087013790735e-5,6.95404340178965e-6,FBXL2,25827
FBXL20,1.8564513639055e-5,6.64588355536318e-5,6.91897707900695e-5,3.63351400326549e-5,2.05258683325138e-5,2.83511000226809e-5,FBXL20,84961
FBXL21P,1.95415933042685e-7,2.97110088357413e-6,2.6704823813711e-6,1.21117133442183e-5,5.51770654099833e-6,1.60477924656684e-6,FBXL21P,26223
FBXL22,5.86247799128054e-7,1.09461611500099e-6,1.69939787905434e-6,1.06243099510687e-6,3.310623924599e-6,5.34926415522281e-7,FBXL22,283807
FBXL3,1.89553455051404e-5,1.56373730714428e-7,5.51090455064764e-5,1.06243099510687e-6,2.42779087803926e-6,1.87224245432798e-5,FBXL3,26224
FBXL4,4.88539832606712e-6,1.72011103785871e-6,5.09819363716302e-6,1.46615477324748e-5,8.60762220395739e-6,1.24816163621866e-6,FBXL4,26235
FBXL5,1.95415933042685e-7,1.2744459053225e-4,2.1436690388642e-4,2.76232058727786e-6,4.17138614499473e-5,1.2784741330982e-4,FBXL5,26234
FBXL6,5.86247799128054e-7,4.69121192143283e-7,2.42771125579191e-7,2.12486199021374e-7,2.44986170420326e-5,9.09374906387877e-6,FBXL6,26233
FBXL7,1.8564513639055e-5,4.69121192143283e-7,1.72367499161226e-5,1.48740339314961e-6,3.90653623102681e-5,3.76231578917337e-5,FBXL7,23194
FBXL8,5.86247799128054e-7,1.09461611500099e-6,7.28313376737574e-7,2.57108300815862e-5,2.20708261639933e-7,1.19466899466643e-5,FBXL8,55336
FBXL9P,2.63811509607624e-5,1.56373730714428e-7,4.61265138600463e-6,2.65607748776717e-5,2.20708261639933e-7,1.08768371156197e-5,FBXL9P,26231
FBXO10,1.36791153129879e-6,7.97506026643582e-6,4.29704892275168e-5,9.79561377488532e-5,3.46511970774695e-5,1.78308805174094e-7,FBXO10,26267
FBXO11,3.32207086172564e-6,9.64825918508019e-5,3.9790187482429e-4,2.2927260874406e-4,8.80625963943333e-5,1.2998711897191e-4,FBXO11,80204
FBXO15,1.95415933042685e-7,1.56373730714428e-7,4.61265138600463e-6,4.0372377814061e-6,2.86920740131913e-6,8.91544025870468e-7,FBXO15,201456
FBXO16,2.55994872285917e-5,6.09857549786268e-6,2.42771125579191e-7,2.12486199021374e-7,1.56702865764352e-5,5.34926415522281e-7,FBXO16,157574
FBXO17,7.6212213886647e-6,1.40736357642985e-6,2.42771125579191e-7,2.12486199021374e-7,2.20708261639933e-7,4.81433773970053e-6,FBXO17,115290
FBXO2,4.51410805328602e-5,7.34956534357811e-6,2.01500034230729e-5,1.6722663862982e-4,1.2558300087312e-4,1.3533638312713e-4,FBXO2,26232
FBXO21,6.62460013014701e-5,2.081334355809e-4,7.35596510504949e-5,2.12486199021374e-7,1.105748390816e-4,4.33290396573047e-5,FBXO21,23014
FBXO22,3.49794520146406e-5,2.97110088357413e-6,2.06355456742313e-5,3.1872929853206e-6,2.20708261639933e-7,2.31801446726322e-6,FBXO22,26263
FBXO24,1.89553455051404e-5,1.56373730714428e-7,2.64620526881318e-5,2.01861889070305e-5,4.63487349443859e-6,1.37297779984052e-5,FBXO24,26261
FBXO25,3.71290272781101e-6,9.85154503500895e-6,1.48090386603307e-5,1.48740339314961e-6,1.52288700531554e-5,1.15900723363161e-5,FBXO25,26260
FBXO27,9.77079665213423e-7,1.56373730714428e-7,2.42771125579191e-7,9.13690655791906e-6,2.86920740131913e-6,5.34926415522281e-7,FBXO27,126433
FBXO28,1.23112037816891e-5,6.73970779379184e-5,3.66584399624579e-5,2.99605540620137e-5,2.20708261639933e-7,9.80698428457515e-6,FBXO28,23219
FBXO3,1.2604327681253e-4,2.03285849928756e-6,4.61265138600463e-6,6.94829870799892e-5,2.0856930724973e-4,5.43841855780985e-5,FBXO3,26273
FBXO30,6.83955765649396e-6,1.42300094950129e-5,6.55482039063816e-6,6.16209977161983e-6,6.84195611083792e-6,8.02389623283421e-6,FBXO30,84085
FBXO31,1.95415933042685e-7,4.17517861007522e-5,1.5561629149626e-4,1.2047967484511e-4,2.20708261639933e-7,1.47996308294498e-5,FBXO31,79791
FBXO32,2.577536156833e-4,1.3870349914369e-4,1.6192834076132e-4,1.5830221827092e-4,9.86565929530501e-5,2.5729960586621e-4,FBXO32,114907
FBXO33,2.09095048355673e-5,2.03285849928756e-6,2.06355456742313e-5,2.12486199021374e-7,1.10354130819966e-6,1.65827188811907e-5,FBXO33,254170
FBXO34,4.35777530685187e-5,1.4652218567941e-4,1.5221749573815e-4,3.1872929853206e-6,6.84195611083792e-6,1.60477924656684e-6,FBXO34,55030
FBXO36,1.30928675138599e-5,1.09461611500099e-6,5.5837358883214e-6,4.46221017944884e-6,2.27329509489131e-5,1.60477924656684e-6,FBXO36,130888
FBXO38,9.47767275257021e-5,4.95704726364736e-5,1.2745484092907e-4,4.22847536052533e-5,7.72478915739766e-6,5.79503616815804e-5,FBXO38,81545
FBXO38-DT,1.58286905764575e-5,8.60055518929353e-6,8.49698939527169e-6,1.48740339314961e-6,1.54495783147953e-6,5.34926415522281e-7,FBXO38-DT,102546294
FBXO39,2.14957526346953e-6,4.69121192143283e-7,6.55482039063816e-6,1.91237579119236e-6,2.20708261639933e-7,1.78308805174094e-7,FBXO39,162517
FBXO4,5.66706205823786e-6,2.65835342214527e-6,2.50054259346567e-5,2.12486199021374e-7,2.42779087803926e-6,5.34926415522281e-7,FBXO4,26272
FBXO40,1.95415933042685e-7,1.56373730714428e-7,1.57801231626474e-5,2.33734818923511e-6,2.22915344256332e-5,2.6746320776114e-6,FBXO40,51725
FBXO41,1.4910235691156e-4,1.6434879098086e-4,6.3533203564074e-4,5.6308842740664e-5,2.2578455165765e-4,3.0080695432869e-4,FBXO41,150726
FBXO42,3.71290272781101e-6,8.60055518929353e-6,9.46807389758846e-6,2.23110508972442e-5,4.63487349443859e-6,1.80091893225835e-5,FBXO42,54455
FBXO43,1.95415933042685e-7,1.56373730714428e-7,1.21385562789596e-6,3.61226538336335e-6,2.20708261639933e-7,5.17095535004871e-6,FBXO43,286151
FBXO44,4.7095239863287e-5,2.65835342214527e-6,2.50054259346567e-5,2.01861889070305e-5,1.34632039600359e-5,3.01341880744218e-5,FBXO44,93611
FBXO45,9.7903382454385e-5,1.1962590399653e-4,2.0222834760746e-4,9.56187895596181e-6,5.51770654099833e-6,4.90349214228757e-5,FBXO45,200933
FBXO46,1.95415933042685e-7,1.09461611500099e-6,9.95361614874684e-6,2.12486199021374e-7,1.54495783147953e-6,5.34926415522281e-7,FBXO46,23403
FBXO5,1.95415933042685e-7,4.69121192143283e-7,4.12710913484625e-6,1.91237579119236e-6,1.16975378669165e-5,4.45772012935234e-6,FBXO5,26271
FBXO6,1.95415933042685e-7,2.97110088357413e-6,3.64156688368787e-6,2.12486199021374e-7,2.20708261639933e-7,5.34926415522281e-7,FBXO6,26270
FBXO7,1.5652816236719e-4,5.23851997893333e-5,5.31668765018429e-5,1.0730553050579e-4,1.43460370065956e-5,2.65680119709399e-5,FBXO7,25793
FBXO8,2.1691168567738e-5,2.39251807993075e-5,2.93753061950821e-5,2.76232058727786e-6,1.47874535298755e-5,6.95404340178965e-6,FBXO8,26269
FBXO9,2.93123899564027e-6,1.030502885408e-4,4.87969962414174e-5,1.7912586577501e-4,1.1101625560488e-4,4.79650685918312e-5,FBXO9,26268
FBXW10,2.14957526346953e-6,2.03285849928756e-6,7.28313376737574e-7,3.1872929853206e-6,1.9863743547594e-6,5.34926415522281e-7,FBXW10,10517
FBXW10B,1.97370092373112e-5,1.04770399578667e-5,2.50054259346567e-5,2.12486199021374e-7,1.87602022393943e-5,5.5275729603969e-6,FBXW10B,374286
FBXW11,6.83955765649396e-6,1.1337095476796e-4,3.52018132089827e-5,8.09572418271433e-5,2.9795615321391e-5,1.7492093787578e-4,FBXW11,23291
FBXW12,6.2669889726789e-4,8.5051672135577e-4,5.2705611363242e-4,0.00224406674786473,3.8381166699184e-4,6.5136206530096e-4,FBXW12,285231
FBXW2,6.5073505703214e-5,8.64746730850786e-5,9.10391720921967e-5,3.08104988580992e-5,1.3220424872232e-4,4.43988924883493e-5,FBXW2,26190
FBXW4,5.66706205823786e-6,4.22209072928955e-6,1.21385562789596e-6,1.84862993148595e-5,9.04903872723725e-6,2.31801446726322e-6,FBXW4,6468
FBXW4P1,1.95415933042685e-7,1.56373730714428e-7,7.28313376737574e-7,1.97612165089877e-5,1.21389543901963e-5,1.24816163621866e-6,FBXW4P1,26226
FBXW5,4.16235937380918e-5,3.9093432678607e-6,1.1410242902222e-5,5.31215497553434e-6,4.63487349443859e-6,5.17095535004871e-6,FBXW5,54461
FBXW7,6.0051316224017e-4,6.5567505288559e-4,1.6289942526363e-4,1.4725293592181e-4,3.75204044787886e-6,2.9724077822521e-4,FBXW7,55294
FBXW8,5.86247799128054e-7,1.40736357642985e-6,2.42771125579191e-7,4.88718257749159e-6,5.07629001771846e-6,4.10110251900415e-6,FBXW8,26259
FBXW9,1.75874339738416e-6,1.56373730714428e-7,1.69939787905434e-6,3.1872929853206e-6,1.43460370065956e-5,1.12334547259679e-5,FBXW9,84261
FCAMR,1.95415933042685e-7,7.81868653572139e-7,2.42771125579191e-7,3.1872929853206e-6,2.86920740131913e-6,1.78308805174094e-7,FCAMR,83953
FCAR,9.0477576998763e-5,1.56373730714428e-7,6.4819890529644e-5,6.65081802936899e-5,9.49045525051712e-6,5.34926415522281e-7,FCAR,2204
FCER1A,1.66103543086282e-5,6.41132295929154e-6,1.21385562789596e-6,2.33734818923511e-6,2.42779087803926e-6,2.6746320776114e-6,FCER1A,2205
FCER1G,6.46826738371286e-5,1.56373730714428e-7,1.1410242902222e-5,3.50602228385266e-5,5.23078580086641e-5,8.73713145353059e-6,FCER1G,2207
FCER2,3.2243628952043e-5,1.72011103785871e-6,2.50054259346567e-5,1.72113821207313e-5,2.42779087803926e-6,1.24816163621866e-6,FCER2,2208
FCF1,1.50470268442867e-5,2.45506757221652e-5,8.01144714411331e-6,4.88718257749159e-6,1.03732882970769e-5,1.26599251673606e-5,FCF1,51077
FCGBP,8.40288512083544e-6,2.03285849928756e-6,8.98253164643008e-6,1.48740339314961e-6,1.83187857161144e-5,1.96139685691503e-6,FCGBP,8857
FCGR1A,6.83955765649396e-6,1.09461611500099e-6,1.28668696556971e-5,6.37458597064121e-7,9.04903872723725e-6,1.60477924656684e-6,FCGR1A,2209
FCGR1BP,1.36791153129879e-6,1.09461611500099e-6,6.06927813947978e-6,1.91237579119236e-6,1.9863743547594e-6,5.88419057074509e-6,FCGR1BP,2210
FCGR2A,3.61519476128967e-5,4.69121192143283e-7,8.98253164643008e-6,4.88718257749159e-6,8.16620568067752e-6,8.91544025870468e-7,FCGR2A,2212
FCGR2B,4.10373459389638e-6,1.40736357642985e-6,2.42771125579191e-7,1.48740339314961e-6,2.42779087803926e-6,1.24816163621866e-6,FCGR2B,2213
FCGR2C,8.50059308735678e-5,7.81868653572139e-7,2.06355456742313e-5,9.56187895596181e-6,2.22915344256332e-5,2.37150710881544e-5,FCGR2C,9103
FCGR3B,8.89142495344215e-5,1.82957264935881e-5,2.42771125579191e-7,5.31215497553434e-6,2.20708261639933e-7,1.96139685691503e-6,FCGR3B,2215
FCGRT,1.34836993799452e-5,1.09461611500099e-6,1.04391583999052e-5,2.33734818923511e-6,6.62124784919799e-7,1.23033075570125e-5,FCGRT,2217
FCHO1,1.95415933042685e-7,1.40736357642985e-6,8.49698939527169e-6,2.48608852855007e-5,4.87765258224252e-5,4.04760987745192e-5,FCHO1,23149
FCHO2,1.36791153129879e-6,5.78582803643383e-6,6.55482039063816e-6,4.46221017944884e-6,9.49045525051712e-6,9.45036667422696e-6,FCHO2,115548
FCHSD1,1.15295400495184e-5,1.40736357642985e-6,3.4230728706666e-5,3.97349192169969e-5,1.92016187626742e-5,9.09374906387877e-6,FCHSD1,89848
FCHSD2,2.98986377555308e-5,3.9093432678607e-6,1.09247006510636e-5,2.12486199021374e-7,9.04903872723725e-6,1.78308805174094e-7,FCHSD2,9873
FCMR,2.5404071295549e-6,4.69121192143283e-7,3.15602463252949e-6,1.16867409461755e-5,2.20708261639933e-7,1.23033075570125e-5,FCMR,9214
FCN1,2.911697402336e-5,1.70447366478726e-5,1.21385562789596e-6,9.56187895596181e-6,6.62124784919799e-7,8.91544025870468e-7,FCN1,2219
FCN2,4.51410805328602e-5,2.03285849928756e-6,2.88897639439238e-5,7.43701696574807e-6,7.28337263411779e-6,3.38786729830778e-6,FCN2,2220
FCN3,5.27623019215249e-6,5.78582803643383e-6,1.57801231626474e-5,5.31215497553434e-6,6.62124784919799e-7,5.34926415522281e-7,FCN3,8547
FCRL1,6.4487257904086e-6,4.69121192143283e-7,1.21385562789596e-6,5.73712737357709e-6,6.62124784919799e-7,1.78308805174094e-7,FCRL1,115350
FCRL2,1.95415933042685e-7,2.03285849928756e-6,1.18957851533804e-5,5.54588979445785e-5,2.58228666118722e-5,1.9079042153628e-5,FCRL2,79368
FCRL3,1.15295400495184e-5,2.65835342214527e-6,7.28313376737574e-7,2.12486199021374e-7,2.20708261639933e-7,1.78308805174094e-7,FCRL3,115352
FCRL4,2.5404071295549e-6,1.56373730714428e-7,5.09819363716302e-6,2.99605540620137e-5,1.56702865764352e-5,1.78308805174094e-7,FCRL4,83417
FCRL5,7.23038952257933e-6,9.22605011215124e-6,2.42771125579191e-7,1.97612165089877e-5,9.04903872723725e-6,4.81433773970053e-6,FCRL5,83416
FCRLA,2.1691168567738e-5,2.65835342214527e-6,7.28313376737574e-7,6.37458597064121e-7,1.10354130819966e-6,1.37297779984052e-5,FCRLA,84824
FCRLB,1.1138708183433e-5,4.22209072928955e-6,2.42771125579191e-7,1.06243099510687e-6,2.20708261639933e-7,5.34926415522281e-7,FCRLB,127943
FCSK,1.95415933042685e-7,2.97110088357413e-6,2.42771125579191e-7,9.56187895596181e-6,2.20708261639933e-7,8.91544025870468e-7,FCSK,197258
FDCSP,2.5404071295549e-6,1.56373730714428e-7,2.42771125579191e-7,2.12486199021374e-7,3.75204044787886e-6,8.91544025870468e-7,FDCSP,260436
FDFT1,1.5965481729587e-4,2.1595212211662e-4,8.6256580918286e-4,2.5987062140314e-4,5.31906910552239e-5,2.8582901469407e-4,FDFT1,2222
FDPS,9.57538071909155e-6,3.39330995650308e-5,4.24849469763585e-5,5.92836495269632e-5,6.81988528467393e-5,7.4354771757597e-5,FDPS,2224
FDX1,5.86247799128054e-7,2.01722112621612e-5,1.69939787905434e-6,9.20065241762548e-5,1.34632039600359e-5,1.05202195052715e-5,FDX1,2230
FDX2,4.7095239863287e-5,3.59659580643184e-6,7.04036264179655e-6,2.12486199021374e-7,1.39046204833158e-5,7.31066101213784e-6,FDX2,112812
FDXACB1,1.36791153129879e-6,1.56373730714428e-7,4.61265138600463e-6,1.91237579119236e-6,1.9863743547594e-6,3.03124968795959e-6,FDXACB1,91893
FDXR,1.73920180407989e-5,1.40736357642985e-6,1.69939787905434e-6,2.12486199021374e-7,2.20708261639933e-7,1.78308805174094e-7,FDXR,2232
FECH,1.66103543086282e-5,1.56373730714428e-7,9.46807389758846e-6,2.61358024796289e-5,2.20708261639933e-7,5.34926415522281e-7,FECH,2235
FEM1A,5.86247799128054e-7,1.42300094950129e-5,2.54909681858151e-5,1.2642928841771e-4,6.42261041372205e-5,3.22738937365109e-5,FEM1A,55527
FEM1B,1.0923750657086e-4,1.4151822629655e-4,1.293970099337e-4,2.12486199021374e-7,6.68746032768997e-5,1.3070035419261e-4,FEM1B,10116
FEM1C,9.24317363291899e-5,3.01801300278846e-5,2.98608484462405e-5,6.56582354976044e-5,4.19345697115873e-6,1.12334547259679e-5,FEM1C,56929
FEN1,1.95415933042685e-7,3.70605741793194e-5,8.81259185852464e-5,1.2387945402946e-4,8.67383468244937e-5,2.51415415295472e-5,FEN1,2237
FENDRR,1.46561949782014e-5,1.09461611500099e-6,2.42771125579191e-7,5.50339255465358e-5,2.18501179023534e-5,1.24816163621866e-6,FENDRR,400550
FER,1.81736817729697e-5,1.4089273137369e-4,1.0851869313389e-4,6.22584563132625e-5,5.2749274531944e-5,3.74448490865597e-6,FER,2241
FER1L4,3.69336113450674e-5,3.9093432678607e-6,1.33524119068555e-5,1.48740339314961e-6,6.62124784919799e-7,8.91544025870468e-7,FER1L4,80307
FER1L5,4.49456645998175e-6,1.40736357642985e-6,2.18494013021272e-6,1.91237579119236e-6,1.9863743547594e-6,8.91544025870468e-7,FER1L5,90342
FER1L6-AS1,2.5404071295549e-6,1.56373730714428e-7,3.64156688368787e-6,6.37458597064121e-7,2.20708261639933e-7,8.91544025870468e-7,FER1L6-AS1,439941
FERD3L,2.14957526346953e-6,1.56373730714428e-7,2.42771125579191e-7,6.58707216966258e-6,6.40053958755806e-6,4.10110251900415e-6,FERD3L,222894
FERMT1,2.95078058894454e-5,4.84758565214726e-6,1.04391583999052e-5,3.1872929853206e-6,1.6553119622995e-5,5.34926415522281e-7,FERMT1,55612
FERMT2,2.1593460601216e-4,5.77019066336239e-5,9.58945946037805e-5,3.1872929853206e-6,6.55503537070601e-5,2.79944824123327e-5,FERMT2,10979
FERMT3,3.34161245502991e-5,1.51682518792995e-5,1.91789189207561e-5,1.38116029363893e-5,1.9863743547594e-6,1.78308805174094e-7,FERMT3,83706
FERRY3,1.6551729528715e-4,2.2814927311235e-4,1.8863316457503e-4,1.04118237520473e-5,3.310623924599e-6,6.36562434471514e-5,FERRY3,57102
FES,1.36791153129879e-6,2.03285849928756e-6,8.49698939527169e-6,1.48740339314961e-6,6.62124784919799e-7,8.91544025870468e-7,FES,2242
FETUB,1.07478763173477e-5,8.91330265072238e-6,6.55482039063816e-6,2.12486199021374e-7,3.75204044787886e-6,8.02389623283421e-6,FETUB,26998
FEV,2.5404071295549e-6,4.69121192143283e-7,2.42771125579191e-7,4.88718257749159e-6,6.62124784919799e-7,5.5275729603969e-6,FEV,54738
FEZ1,2.24728322999087e-5,9.49188545436577e-5,2.06355456742313e-5,1.0603061331166e-4,8.18827650684151e-5,9.11157994439618e-5,FEZ1,9638
FEZ2,6.42918419710433e-5,1.7216747751658e-4,3.6002957923394e-4,5.31215497553434e-6,2.20708261639933e-7,1.2392461959599e-4,FEZ2,9637
FEZF2,8.79371698692081e-6,8.91330265072238e-6,2.54909681858151e-5,7.01204456770533e-6,2.53814500885923e-5,5.34926415522281e-7,FEZF2,55079
FFAR1,2.93123899564027e-6,1.56373730714428e-7,7.28313376737574e-7,4.65344775856808e-5,2.20708261639933e-7,1.96139685691503e-6,FFAR1,2864
FFAR2,1.75874339738416e-6,7.81868653572139e-7,2.6704823813711e-6,4.0372377814061e-6,6.62124784919799e-7,1.60477924656684e-6,FFAR2,2867
