...1,CDSeq_estimated_cell_type_1,CDSeq_estimated_cell_type_2,CDSeq_estimated_cell_type_3,CDSeq_estimated_cell_type_4,CDSeq_estimated_cell_type_5,CDSeq_estimated_cell_type_6,SYMBOL,ENTREZID
CHD5,2.7250385589662e-4,1.0778483627501e-4,1.4717305325383e-4,2.20343328075104e-5,3.65389294351597e-6,1.354010189074e-4,CHD5,26038
CHD6,5.81897838941218e-5,4.91239737947892e-5,8.34629791609634e-7,1.18464154879088e-6,6.46953985881358e-5,1.2085867435131e-4,CHD6,84181
CHD7,1.53708863116548e-6,1.79941295951609e-7,6.37100740928687e-5,4.33578806857463e-5,1.9666541431277e-4,4.14653338018326e-5,CHD7,55636
CHD8,5.81897838941218e-5,2.28525445858543e-5,2.78209930536545e-7,3.95670277296155e-5,2.14934879030351e-7,5.69902692063103e-6,CHD8,57680
CHD9,1.4690175632138e-4,1.0814471886691e-4,2.0058935991684e-4,2.60621140733994e-6,1.13915485886086e-5,3.7986962198551e-4,CHD9,80205
CHD9NB,1.09792045083249e-6,1.79941295951609e-7,3.03248824284834e-5,1.18464154879088e-6,2.14934879030351e-7,1.37562718773852e-6,CHD9NB,105371267
CHDH,1.82254794838193e-5,7.01771054211274e-6,3.4219821455995e-5,2.0138906329445e-5,1.0338367681359e-4,2.2992625852201e-5,CHDH,55349
CHEK1,1.09792045083249e-6,1.61947166356448e-6,3.61672909697508e-6,6.87092098298713e-6,2.60071203626725e-5,9.8259084838466e-7,CHEK1,1111
CHEK2,6.58752270499492e-7,1.25958907166126e-6,8.34629791609634e-7,4.02778126588901e-6,1.50454415321246e-6,1.96518169676932e-7,CHEK2,11200
CHERP,2.2814786968299e-4,5.5116018949977e-4,2.9518073629927e-4,8.0816246458514e-4,0.00107875815785333,5.89554509030796e-7,CHERP,10523
CHFR,3.71097112381381e-5,1.79941295951609e-7,9.73734756877906e-6,1.63480533733142e-5,7.952590524123e-6,1.00224266535235e-5,CHFR,55743
CHGA,2.61305067298132e-5,3.58083178943701e-5,1.39104965268272e-6,1.11356305586343e-5,5.95369614914073e-5,2.2992625852201e-5,CHGA,1113
CHGB,2.85459317216447e-6,5.92006863680793e-5,5.81458754821378e-5,1.65849816830724e-6,5.09395663301933e-5,1.5623194489316e-4,CHGB,1114
CHI3L1,4.17209771316345e-6,1.1318307515356e-4,5.313809673248e-5,7.347146885601e-4,3.28850364916438e-5,1.96518169676932e-7,CHI3L1,1116
CHI3L2,2.19584090166497e-7,5.93806276640309e-6,1.30758667352176e-5,7.1078492927453e-7,2.14934879030351e-7,1.96518169676932e-7,CHI3L2,1117
CHIA,1.97625681149848e-6,1.61947166356448e-6,2.78209930536545e-7,7.81863422201983e-6,1.52603764111549e-5,6.48509959933876e-6,CHIA,27159
CHIAP2,6.36793861482843e-6,4.49853239879022e-6,1.39104965268272e-6,2.36928309758177e-7,6.44804637091054e-7,9.8259084838466e-7,CHIAP2,149620
CHIC1,5.92877043449543e-6,1.4665215620056e-4,1.2658551839412e-4,3.43546049149356e-5,2.47175110884904e-5,1.1594572010939e-5,CHIC1,53344
CHIC2,2.85459317216447e-6,1.67345405234996e-5,4.36789590942375e-5,2.60621140733994e-6,3.22402318545527e-6,6.09206325998489e-6,CHIC2,26511
CHID1,2.65696749101462e-5,1.38554797882739e-5,2.03093249291678e-5,2.96160387197721e-5,2.77265993949153e-5,7.27117227804648e-6,CHID1,66005
CHIT1,9.88128405749238e-6,2.69911943927413e-6,6.95524826341361e-6,2.36928309758177e-7,2.14934879030351e-7,1.96518169676932e-7,CHIT1,1118
CHKA,1.99821522051513e-5,2.35723097696607e-5,3.36634015949219e-5,1.65849816830724e-6,4.23421711689792e-5,2.57438802276781e-5,CHKA,1119
CHKB,1.29554613198233e-5,5.93806276640309e-6,2.53171036788256e-5,7.34477760250348e-6,1.01019393144265e-5,2.77090619244474e-5,CHKB,1120
CHKB-DT,1.69079749428203e-5,8.99706479758044e-7,2.78209930536545e-7,6.39706436347077e-6,6.23311149188019e-6,4.12688156321557e-6,CHKB-DT,100144603
CHL1,5.48960225416244e-6,2.740505937343e-4,1.249162588109e-4,2.6322735214133e-4,1.0037458850717e-4,6.09206325998489e-6,CHL1,10752
CHL1-AS1,1.53708863116548e-6,2.69911943927413e-6,2.78209930536545e-7,1.18464154879088e-6,3.22402318545527e-6,2.94777254515398e-6,CHL1-AS1,101927193
CHM,7.24627497549442e-6,5.39823887854826e-7,1.94746951375581e-6,3.05637519588048e-5,3.41746457658259e-5,8.45028129610808e-6,CHM,1121
CHML,1.16379567788244e-5,5.39823887854826e-7,3.4219821455995e-5,1.68219099928306e-5,1.44006368950335e-5,4.9129542419233e-6,CHML,1122
CHMP1A,1.1747748823907e-4,5.77611560004664e-5,2.78209930536545e-7,7.32108477152766e-5,6.44804637091054e-7,2.55473620580012e-6,CHMP1A,5119
CHMP1B,4.5014738484132e-5,5.27227997138214e-5,1.1768280061695e-4,3.0800680268563e-6,3.58941247980687e-5,3.34080888450784e-6,CHMP1B,57132
CHMP2A,8.5637795164934e-6,1.02566538692417e-5,2.30914242345332e-5,5.14134432175244e-5,1.48305066530942e-5,1.96518169676932e-7,CHMP2A,27243
CHMP2B,3.57922066971391e-5,1.2685861364588e-4,1.69708057627292e-5,1.1301480375465e-4,1.50454415321246e-6,3.95001521050633e-5,CHMP2B,25978
CHMP3,2.21779931068162e-5,8.45724090972561e-6,1.0210304450691e-4,7.34477760250348e-6,7.0928510080016e-6,1.0159989372297e-4,CHMP3,51652
CHMP4A,1.9916276978101e-4,6.71181033899501e-5,1.0989292256193e-4,1.4997562007692e-4,2.14934879030351e-7,2.81020982638013e-5,CHMP4A,29082
CHMP4B,7.00473247631127e-5,6.29794535830631e-6,3.81147604835066e-5,4.97549450492171e-6,1.0682263487808e-4,2.53508438883242e-5,CHMP4B,128866
CHMP4C,2.19584090166497e-7,1.79941295951609e-7,3.61672909697508e-6,2.36928309758177e-7,1.93441391127316e-6,1.76866352709239e-6,CHMP4C,92421
CHMP5,2.08604885658173e-5,8.61918807608206e-5,1.7833256547392e-4,9.07435426373817e-5,5.5668133668861e-5,7.17291319320802e-5,CHMP5,51510
CHMP6,6.36793861482843e-6,3.41888462308057e-6,4.17314895804817e-6,7.1078492927453e-7,3.41746457658259e-5,5.89554509030796e-7,CHMP6,79643
CHMP7,3.57922066971391e-5,1.79941295951609e-7,3.06030923590199e-6,8.29249084153619e-6,4.51363245963738e-6,2.37786985309088e-5,CHMP7,91782
CHN1,4.98455884677949e-5,0.0011683588346138,2.3174887213694e-4,7.8304806375077e-4,5.7108197358364e-4,1.8610270668405e-4,CHN1,1123
CHN2,1.86646476641523e-5,1.25958907166126e-6,1.0711082325657e-4,1.08750094179e-4,1.07467439515176e-6,4.6181769874079e-5,CHN2,1124
CHODL,5.92877043449543e-6,5.39823887854826e-7,2.78209930536545e-7,2.36928309758177e-7,2.14934879030351e-7,5.89554509030796e-7,CHODL,140578
CHORDC1,3.73292953283046e-6,1.4341321287343e-4,2.78209930536545e-7,3.8643007321558e-4,9.77953699588099e-5,1.55249354044776e-5,CHORDC1,26973
CHP1,1.3021336546873e-4,3.7049912836436e-4,1.6275280936387e-4,4.05147409686482e-5,1.7302257761943e-4,1.4522692739125e-4,CHP1,11261
CHP2,9.0029476968264e-6,1.79941295951609e-7,1.39104965268272e-6,1.11356305586343e-5,6.44804637091054e-7,1.08084993322313e-5,CHP2,63928
CHPF,8.19048656321035e-5,1.92537186668221e-5,2.1978584512387e-5,2.36928309758177e-7,6.21161800397716e-5,4.51991790256944e-6,CHPF,79586
CHPF2,2.78871794511452e-5,1.85339534830157e-5,8.06808798555979e-6,5.66258660322042e-5,5.30889151204968e-5,2.16169986644625e-6,CHPF2,54480
CHPT1,6.36793861482843e-6,2.69911943927413e-6,8.34629791609634e-7,2.44036159050922e-5,7.952590524123e-6,1.94552987980163e-5,CHPT1,56994
CHRAC1,1.86646476641523e-5,7.01771054211274e-6,2.78209930536545e-7,9.71406070008525e-6,1.93441391127316e-6,3.73384522386171e-6,CHRAC1,54108
CHRD,3.79880475988041e-5,1.06165364611449e-5,2.78209930536545e-7,5.92320774395442e-6,7.5227207660623e-6,9.8259084838466e-7,CHRD,8646
CHRDL1,1.97625681149848e-6,6.2079747103305e-5,4.42353789553106e-5,2.60621140733994e-6,6.77044868945607e-5,1.96518169676932e-7,CHRDL1,91851
CHRDL2,9.88128405749238e-6,5.39823887854826e-7,1.39104965268272e-6,7.1078492927453e-7,1.78395949595192e-5,1.96518169676932e-7,CHRDL2,25884
CHRM1,3.29376135249746e-6,6.29794535830631e-6,2.78209930536545e-7,2.36928309758177e-7,6.44804637091054e-7,4.12688156321557e-6,CHRM1,1128
CHRM2,2.19584090166497e-7,1.79941295951609e-7,2.78209930536545e-7,3.55392464637265e-6,4.08376270157668e-6,1.96518169676932e-7,CHRM2,1129
CHRM3,4.4575570303799e-5,2.186286745812e-4,1.1434428145052e-4,2.5564564622907e-4,3.24551667335831e-5,1.37562718773852e-6,CHRM3,1131
CHRM3-AS2,2.41542499183147e-6,1.9793542554677e-6,8.34629791609634e-7,8.76634746105254e-6,2.14934879030351e-7,5.89554509030796e-7,CHRM3-AS2,100506915
CHRM4,2.19584090166497e-7,4.85841499069344e-6,2.78209930536545e-7,2.13235478782359e-6,5.37337197575878e-6,1.96518169676932e-7,CHRM4,1132
CHRM5,2.19584090166497e-7,1.79941295951609e-7,2.5038893748289e-6,7.81863422201983e-6,2.14934879030351e-7,5.89554509030796e-7,CHRM5,1133
CHRNA1,6.80710679516142e-6,1.79941295951609e-7,3.06030923590199e-6,2.36928309758177e-7,6.44804637091054e-7,1.51318990651238e-5,CHRNA1,1134
CHRNA10,3.66705430578051e-5,1.61947166356448e-6,8.34629791609634e-7,5.44935112443807e-6,2.14934879030351e-7,2.16169986644625e-6,CHRNA10,57053
CHRNA2,2.30563294674822e-5,1.70944231154028e-5,1.39104965268272e-6,1.54003401342815e-5,2.36428366933387e-6,1.96518169676932e-7,CHRNA2,1135
CHRNA3,4.61126589349645e-6,3.05900203117735e-6,4.0340439927799e-5,2.36928309758177e-7,2.04188135078834e-5,5.69902692063103e-6,CHRNA3,1136
CHRNA4,1.0122826556675e-4,5.2182975825966504e-06,4.47917988163837e-5,2.48774725246086e-5,2.72967296368546e-5,5.89554509030796e-7,CHRNA4,1137
CHRNA5,2.41542499183147e-6,5.39823887854826e-7,1.39104965268272e-6,2.36928309758177e-7,1.93441391127316e-6,2.55473620580012e-6,CHRNA5,1138
CHRNA6,5.48960225416244e-6,5.39823887854826e-7,4.17314895804817e-6,2.36928309758177e-7,2.36428366933387e-6,1.37562718773852e-6,CHRNA6,8973
CHRNA7,2.17388249264832e-5,3.41888462308057e-6,1.53015461795099e-5,1.0661773939118e-5,3.22402318545527e-6,5.69902692063103e-6,CHRNA7,1139
CHRNA9,2.19584090166497e-7,2.33923684737091e-6,1.39104965268272e-6,2.13235478782359e-6,2.14934879030351e-7,1.96518169676932e-7,CHRNA9,55584
CHRNB1,4.61126589349645e-6,1.25958907166126e-6,2.5038893748289e-6,1.65849816830724e-6,4.08376270157668e-6,1.37562718773852e-6,CHRNB1,1140
CHRNB2,1.7720436076436e-4,3.65280830781766e-5,2.03093249291678e-5,9.71406070008525e-6,1.91292042337013e-5,1.51318990651238e-5,CHRNB2,1141
CHRNB3,5.92877043449543e-6,1.79941295951609e-7,3.06030923590199e-6,2.60621140733994e-6,4.94350221769808e-6,9.8259084838466e-7,CHRNB3,1142
CHRNB4,3.73292953283046e-6,2.33923684737091e-6,3.06030923590199e-6,2.36928309758177e-7,2.36428366933387e-6,1.37562718773852e-6,CHRNB4,1143
CHRND,1.25162931394904e-5,1.79941295951609e-7,1.02937674298521e-5,1.65849816830724e-6,1.07467439515176e-6,2.16169986644625e-6,CHRND,1144
CHRNE,1.64688067624873e-5,1.61947166356448e-6,1.30758667352176e-5,2.36928309758177e-7,8.81233004024441e-6,3.34080888450784e-6,CHRNE,1145
CHRNG,1.09792045083249e-6,4.85841499069344e-6,2.42042639566794e-5,7.1078492927453e-7,1.39707671369728e-5,1.96518169676932e-7,CHRNG,1146
CHROMR,2.19584090166497e-7,1.34955971963707e-5,1.53015461795099e-5,3.29330350563866e-5,8.81233004024441e-6,2.94777254515398e-6,CHROMR,101927027
CHST1,1.3504421545239e-4,3.5142535099349e-4,2.78209930536545e-7,2.72467556221903e-5,1.3476416915203e-4,2.16169986644625e-6,CHST1,8534
CHST10,8.5637795164934e-6,5.39823887854826e-7,4.17314895804817e-6,1.30310570366997e-5,1.50454415321246e-6,7.27117227804648e-6,CHST10,9486
CHST11,4.6332243025131e-5,4.33658523243377e-5,1.97529050680947e-5,2.36928309758177e-7,4.51363245963738e-6,1.96518169676932e-7,CHST11,50515
CHST12,5.24805975497929e-5,8.81712350162883e-6,8.15155096472076e-5,6.46814285639822e-5,2.68668598787939e-5,2.94777254515398e-6,CHST12,55501
CHST13,5.73114475334558e-5,4.85841499069344e-6,3.61672909697508e-6,2.36928309758177e-7,4.79304780237684e-5,5.89554509030796e-7,CHST13,166012
CHST14,1.53708863116548e-6,5.39823887854826e-7,9.73734756877906e-6,4.50163788540536e-6,1.82694647175799e-5,1.96518169676932e-7,CHST14,113189
CHST15,2.19584090166497e-7,1.85339534830157e-5,1.39104965268272e-6,9.07435426373817e-5,1.2659664374887e-4,9.17739852391272e-5,CHST15,51363
CHST2,2.19584090166497e-7,4.12065567729184e-5,1.08501872909252e-5,2.13235478782359e-6,3.46045155238866e-5,5.30599058127716e-6,CHST2,9435
CHST3,4.1062224861135e-5,1.16961842368546e-5,4.20096995110182e-5,5.37827263151061e-5,1.93441391127316e-6,1.04154629928774e-5,CHST3,9469
CHST4,2.19584090166497e-7,1.79941295951609e-7,7.5116681244867e-6,1.18464154879088e-6,2.79415342739457e-6,9.8259084838466e-7,CHST4,10164
CHST5,5.48960225416244e-6,1.79941295951609e-7,2.78209930536545e-7,2.06127629489614e-5,4.66408687495863e-5,2.16169986644625e-6,CHST5,23563
CHST6,1.69079749428203e-5,1.20560668287578e-5,2.78209930536545e-7,4.97549450492171e-6,3.03058179432795e-5,1.63110080831854e-5,CHST6,4166
CHST7,8.5637795164934e-6,8.99706479758044e-7,8.62450784663288e-6,7.1078492927453e-7,2.14934879030351e-7,6.09206325998489e-6,CHST7,56548
CHST8,2.85459317216447e-6,5.39823887854826e-7,3.61672909697508e-6,4.97549450492171e-6,1.69798554433978e-5,1.37562718773852e-6,CHST8,64377
CHST9,6.58752270499492e-7,1.79941295951609e-7,4.72956881912126e-6,4.50163788540536e-6,9.24219979830511e-6,1.96518169676932e-7,CHST9,83539
CHSY1,1.1967332914074e-4,1.52950101558867e-5,2.78209930536545e-7,2.8692018311715e-4,2.14934879030351e-7,1.76866352709239e-6,CHSY1,22856
CHSY3,6.36793861482843e-6,1.79941295951609e-7,2.78209930536545e-7,2.36928309758177e-7,2.36428366933387e-6,2.94777254515398e-6,CHSY3,337876
CHTF18,1.95429840248183e-5,1.79941295951609e-7,3.06030923590199e-6,1.63480533733142e-5,1.52603764111549e-5,1.76866352709239e-6,CHTF18,63922
CHTF8,5.81897838941218e-5,3.94071438134023e-5,1.41887064573638e-5,2.6772899002674e-5,3.65389294351597e-6,5.89554509030796e-7,CHTF8,54921
CHTOP,2.19584090166497e-7,2.10531316263382e-5,2.1227417699938e-4,7.13154212372112e-5,2.804900171346e-4,1.1181883854617e-4,CHTOP,26097
CHUK,1.16379567788244e-5,1.16961842368546e-5,5.14688371492607e-5,1.18464154879088e-6,2.36428366933387e-6,2.92812072818629e-5,CHUK,1147
CHURC1,9.90324246650903e-5,3.43687875267573e-5,3.75583406224335e-5,1.2201807952546e-4,1.2917586229724e-4,1.2989851015645e-4,CHURC1,91612
CIAO1,3.79880475988041e-5,1.16961842368546e-5,2.25350043734601e-5,1.8717336470896e-5,4.10525618947971e-5,3.32115706754015e-5,CIAO1,9391
CIAO2A,1.97625681149848e-6,3.05900203117735e-6,2.78209930536545e-7,1.115932338961e-4,6.23311149188019e-6,2.53508438883242e-5,CIAO2A,84191
CIAO2B,4.61126589349645e-6,7.73747572591918e-6,2.47606838177525e-5,6.89461381396294e-5,1.0080445826523e-4,1.98483351373701e-5,CIAO2B,51647
CIAO3,4.1940561221801e-5,8.99706479758044e-7,1.97529050680947e-5,4.76225902613935e-5,3.5464255040008e-5,3.73384522386171e-6,CIAO3,64428
CIAPIN1,9.88128405749238e-6,4.73245608352731e-5,2.92120427063372e-5,4.99918733589753e-5,2.79415342739457e-6,1.37562718773852e-6,CIAPIN1,57019
CIART,6.58752270499492e-7,1.61947166356448e-6,5.84240854126744e-6,9.24020408056889e-6,2.14934879030351e-7,4.12688156321557e-6,CIART,148523
CIB1,6.58752270499492e-7,5.57818017449987e-6,2.69863632620448e-5,5.92320774395442e-6,1.09616788305479e-5,1.35597537077083e-5,CIB1,10519
CIB2,2.78871794511452e-5,5.39823887854826e-7,2.78209930536545e-7,2.36928309758177e-7,1.13915485886086e-5,4.9129542419233e-6,CIB2,10518
CIB3,3.29376135249746e-6,1.79941295951609e-7,2.14221646513139e-5,7.81863422201983e-6,1.31110276208514e-5,1.96518169676932e-7,CIB3,117286
CIB4,5.92877043449543e-6,1.79941295951609e-7,2.5038893748289e-6,7.1078492927453e-7,1.93441391127316e-6,1.96518169676932e-7,CIB4,130106
CIBAR1,1.09792045083249e-6,7.71948159632402e-5,2.25350043734601e-5,4.71487336418772e-5,2.14934879030351e-7,4.73608788921406e-5,CIBAR1,137392
CIBAR1-DT,3.29376135249746e-6,3.41888462308057e-6,3.06030923590199e-6,2.60621140733994e-6,2.12785530240048e-5,9.8259084838466e-7,CIBAR1-DT,642924
CIC,2.70088430904792e-5,1.79941295951609e-7,2.78209930536545e-7,1.18464154879088e-6,3.50343852819473e-5,9.2363539748158e-6,CIC,23152
CIDEA,1.09792045083249e-6,8.99706479758044e-7,3.58890810392142e-5,1.18464154879088e-6,6.23311149188019e-6,1.76866352709239e-6,CIDEA,1149
CIDEB,5.20414293694599e-5,2.50118401372736e-5,3.81147604835066e-5,2.25081894270268e-5,1.93441391127316e-6,1.19876083502929e-5,CIDEB,27141
CIDEC,2.85459317216447e-6,1.79941295951609e-7,8.34629791609634e-7,4.50163788540536e-6,1.93441391127316e-6,5.89554509030796e-7,CIDEC,63924
CIDECP1,2.19584090166497e-7,1.79941295951609e-7,1.94746951375581e-6,4.02778126588901e-6,6.44804637091054e-7,1.37562718773852e-6,CIDECP1,152302
CIITA,5.48960225416244e-6,1.2415949420661e-5,1.08501872909252e-5,1.5708346936967e-4,1.56902461692157e-5,5.89554509030796e-7,CIITA,4261
CILK1,1.97625681149848e-6,5.39823887854826e-7,1.94746951375581e-6,1.0661773939118e-5,2.36428366933387e-6,2.94777254515398e-6,CILK1,22858
CILP,1.09792045083249e-6,1.79941295951609e-7,1.94746951375581e-6,5.92320774395442e-6,2.14934879030351e-7,1.96518169676932e-7,CILP,8483
CILP2,8.5637795164934e-6,3.77876721498378e-6,2.03093249291678e-5,7.1078492927453e-7,2.14934879030351e-7,1.96518169676932e-7,CILP2,148113
CIMAP1A,2.41542499183147e-6,8.99706479758044e-7,4.36789590942375e-5,9.71406070008525e-6,1.39707671369728e-5,1.37562718773852e-6,CIMAP1A,113746
CIMAP1B,6.47773065991167e-5,8.99706479758044e-7,6.5379333676088e-5,2.0138906329445e-5,1.0338367681359e-4,2.0241371476724e-5,CIMAP1B,440836
CIMAP1C,1.97625681149848e-6,1.79941295951609e-7,2.5038893748289e-6,1.65849816830724e-6,1.93441391127316e-6,9.8259084838466e-7,CIMAP1C,161753
CIMAP1D,6.58752270499492e-7,1.9793542554677e-6,1.41887064573638e-5,2.36928309758177e-7,2.14934879030351e-7,4.12688156321557e-6,CIMAP1D,284451
CIMAP2,3.73292953283046e-6,5.2182975825966504e-06,1.39104965268272e-6,4.02778126588901e-6,6.23311149188019e-6,5.89554509030796e-7,CIMAP2,163747
CIMAP3,1.47121340411553e-5,5.39823887854826e-7,1.02937674298521e-5,1.65849816830724e-6,1.07467439515176e-6,4.12688156321557e-6,CIMAP3,128344
CIMIP1,2.19584090166497e-7,1.61947166356448e-6,2.78209930536545e-7,2.36928309758177e-7,6.66298124994089e-6,1.96518169676932e-7,CIMIP1,128602
CIMIP2A,5.02847566481279e-5,1.70944231154028e-5,3.31069817338488e-5,4.33578806857463e-5,2.85863389110367e-5,1.96518169676932e-7,CIMIP2A,401565
CIMIP2B,1.09792045083249e-6,5.39823887854826e-7,1.94746951375581e-6,1.18464154879088e-6,1.26811578627907e-5,1.37562718773852e-6,CIMIP2B,730112
CIMIP2C,2.30563294674822e-5,8.99706479758044e-7,5.84240854126744e-6,4.02778126588901e-6,1.9559073991762e-5,1.12015356715851e-5,CIMIP2C,339778
CIMIP4,5.05043407382944e-6,1.79941295951609e-7,2.78209930536545e-7,6.87092098298713e-6,2.14934879030351e-7,1.96518169676932e-7,CIMIP4,339669
CIMIP5,3.29376135249746e-6,8.99706479758044e-7,6.39882840234052e-6,4.02778126588901e-6,1.50454415321246e-6,1.76866352709239e-6,CIMIP5,130813
CIMIP6,1.07596204181584e-5,3.05900203117735e-6,6.39882840234052e-6,1.18464154879088e-6,6.66298124994089e-6,7.27117227804648e-6,CIMIP6,129852
CINP,2.12996567461503e-5,8.81712350162883e-6,3.06030923590199e-6,2.36928309758177e-7,6.44804637091054e-7,8.45028129610808e-6,CINP,51550
CIP2A,5.48960225416244e-6,4.138649806887e-6,9.18092770770597e-6,1.63480533733142e-5,2.14934879030351e-7,1.96518169676932e-7,CIP2A,57650
CIPC,3.29376135249746e-6,1.09764190530481e-5,1.5857966040583e-5,3.4828461534452e-5,3.07356877013402e-5,4.02862247837711e-5,CIPC,85457
CIR1,6.58752270499492e-7,3.00501964239187e-5,4.53482186774568e-5,2.36928309758177e-7,8.3824602821837e-6,2.81020982638013e-5,CIR1,9541
CIRBP,3.8976176004553e-4,1.7760205910423e-4,3.3357370671331e-4,2.13235478782359e-6,1.50454415321246e-6,3.1659077134953e-4,CIRBP,1153
CIRBP-AS1,1.95429840248183e-5,9.53688868543526e-6,4.17314895804817e-6,7.1078492927453e-7,1.74097252014585e-5,2.16169986644625e-6,CIRBP-AS1,148046
CISD1,1.20771249591574e-5,4.73245608352731e-5,1.14066071519983e-5,9.31128257349635e-5,1.0897198366838e-4,2.55473620580012e-6,CISD1,55847
CISD2,6.36793861482843e-6,7.14366944927887e-5,3.25505618727757e-5,9.64298220715779e-5,6.03967010075287e-5,4.93260605889099e-5,CISD2,493856
CISD3,1.97625681149848e-6,3.43687875267573e-5,4.92431577049684e-5,3.29330350563866e-5,8.40395377008674e-5,2.8888170942509e-5,CISD3,284106
CISH,3.53530385168061e-5,2.33923684737091e-6,3.61672909697508e-6,2.6772899002674e-5,2.94460784271581e-5,1.96518169676932e-7,CISH,1154
CIT,1.69079749428203e-5,2.21327794020479e-5,3.81147604835066e-5,7.34477760250348e-6,9.52161514104457e-5,4.3430515498602e-5,CIT,11113
CITED1,1.29554613198233e-5,8.45724090972561e-6,4.17314895804817e-6,2.36928309758177e-7,1.93441391127316e-6,1.47388627257699e-5,CITED1,4435
CITED2,9.88128405749238e-6,1.79941295951609e-7,9.82081054794002e-5,4.50163788540536e-6,7.28629239912891e-5,3.43906796934631e-5,CITED2,10370
CITED4,3.18396930741421e-5,4.138649806887e-6,2.78209930536545e-7,2.36928309758177e-7,6.23311149188019e-6,2.94777254515398e-6,CITED4,163732
CIZ1,1.8774439709235e-4,7.73747572591918e-6,5.28598868019435e-6,7.84232705299565e-5,9.65057606846278e-5,6.19032234482336e-5,CIZ1,25792
CKAP2,2.52521703691472e-5,5.57818017449987e-6,1.5857966040583e-5,4.90441601199426e-5,4.51363245963738e-6,5.89554509030796e-7,CKAP2,26586
CKAP2L,1.09792045083249e-6,1.79941295951609e-7,1.36322865962907e-5,1.65849816830724e-6,7.5227207660623e-6,5.89554509030796e-7,CKAP2L,150468
CKAP4,7.18039974844447e-5,5.88408037761761e-5,6.14843946485763e-5,8.76634746105254e-6,7.97408401202604e-5,2.94777254515398e-6,CKAP4,10970
CKAP5,1.205516655014e-4,1.2110049217543e-4,4.72956881912126e-6,2.60621140733994e-6,2.68668598787939e-5,4.89330242495561e-5,CKAP5,9793
CKB,4.1062224861135e-5,6.10000993275954e-5,3.70019207613604e-5,2.10866195684777e-5,6.98538356848642e-5,9.8259084838466e-7,CKB,1152
CKLF,1.0781578827175e-4,3.2209491975338e-5,1.39104965268272e-6,1.2865207219869e-4,6.66298124994089e-6,4.18583701411865e-5,CKLF,51192
CKM,1.97625681149848e-6,1.79941295951609e-7,4.17314895804817e-6,1.65849816830724e-6,1.07467439515176e-6,2.55473620580012e-6,CKM,1158
CKMT1B,2.19584090166497e-7,1.0562554072359e-4,4.17314895804817e-6,5.92320774395442e-6,8.14603191525032e-5,6.81918048778954e-5,CKMT1B,1159
CKMT2,1.97625681149848e-6,5.57818017449987e-6,3.06030923590199e-6,2.13235478782359e-6,2.79415342739457e-6,3.73384522386171e-6,CKMT2,1160
CKMT2-AS1,2.19584090166497e-7,1.565489274779e-5,4.72956881912126e-6,2.39297592855759e-5,1.93441391127316e-6,1.82761897799547e-5,CKMT2-AS1,100131067
CKS1B,5.05043407382944e-6,1.79941295951609e-7,5.28598868019435e-6,9.24020408056889e-6,1.13915485886086e-5,9.2363539748158e-6,CKS1B,1163
CKS2,6.58752270499492e-7,1.79941295951609e-7,2.78209930536545e-7,3.55392464637265e-6,4.08376270157668e-6,9.8259084838466e-7,CKS2,1164
CLASP1,4.61126589349645e-6,1.79941295951609e-7,2.36478440956063e-5,4.99918733589753e-5,4.96499570560112e-5,3.63558613902324e-5,CLASP1,23332
CLASP2,1.0342410646842e-4,2.9384413628897e-4,5.260949786446e-4,4.5513928304545e-4,1.5281869899058e-4,3.4528242412237e-4,CLASP2,23122
CLASRP,8.23440338124365e-5,1.88938360749189e-5,1.30758667352176e-5,1.39787702757324e-5,5.91070917333466e-5,1.1594572010939e-5,CLASRP,11129
CLBA1,2.43738340084812e-5,5.93806276640309e-6,8.34629791609634e-7,1.11356305586343e-5,2.79415342739457e-6,1.96518169676932e-7,CLBA1,122616
CLC,1.97625681149848e-6,5.39823887854826e-7,1.39104965268272e-6,1.18464154879088e-6,5.37337197575878e-6,5.89554509030796e-7,CLC,1178
CLCA1,9.0029476968264e-6,1.79941295951609e-7,2.78209930536545e-7,1.18464154879088e-6,2.14934879030351e-7,1.96518169676932e-7,CLCA1,1179
CLCA2,1.38337976804893e-5,1.79941295951609e-7,2.75427831231179e-5,7.1078492927453e-7,2.14934879030351e-7,6.48509959933876e-6,CLCA2,9635
CLCA3P,2.19584090166497e-7,5.39823887854826e-7,2.5038893748289e-6,3.0800680268563e-6,6.44804637091054e-7,1.96518169676932e-7,CLCA3P,9629
CLCA4,2.19584090166497e-7,8.99706479758044e-7,6.39882840234052e-6,2.36928309758177e-7,5.37337197575878e-6,2.33856621915549e-5,CLCA4,22802
CLCA4-AS1,1.07596204181584e-5,1.79941295951609e-7,1.69708057627292e-5,1.65849816830724e-6,6.44804637091054e-7,1.96518169676932e-7,CLCA4-AS1,105378828
CLCC1,1.09792045083249e-6,6.99971641251758e-5,2.4065158991411e-4,1.8030244372597e-4,2.98759481852188e-5,2.4230690321165e-4,CLCC1,23155
CLCF1,1.82254794838193e-5,1.25958907166126e-6,3.64455009002873e-5,2.44036159050922e-5,4.87902175398898e-5,1.37562718773852e-6,CLCF1,23529
CLCN1,2.70088430904792e-5,1.61947166356448e-6,2.78209930536545e-7,1.58741967537978e-5,7.0928510080016e-6,1.96518169676932e-7,CLCN1,1180
