...1,CDSeq_estimated_cell_type_1,CDSeq_estimated_cell_type_2,CDSeq_estimated_cell_type_3,CDSeq_estimated_cell_type_4,CDSeq_estimated_cell_type_5,CDSeq_estimated_cell_type_6,SYMBOL,ENTREZID
LOC403312,1.49239698356722e-7,5.8302601384337e-7,1.12940087993881e-6,1.19338984773027e-6,2.88232322033496e-6,1.60265803123993e-6,LOC403312,403312
LOC414300,1.49239698356722e-7,9.71710023072283e-7,1.58116123191434e-6,3.23920101526789e-6,1.69548424725586e-7,2.28951147319989e-7,LOC414300,414300
LOC439933,4.47719095070165e-7,1.3603940323012e-6,2.25880175987763e-7,1.19338984773027e-6,5.08645274176758e-7,3.89216950443982e-6,LOC439933,439933
LOC440570,1.49239698356722e-7,1.3603940323012e-6,8.80932686352275e-6,5.2850121828055e-6,1.69548424725586e-7,1.60265803123993e-6,LOC440570,440570
LOC440895,4.47719095070165e-7,8.35670619842163e-6,1.3326930383278e-5,4.2621065990367e-6,8.30787281155371e-6,2.97636491515986e-6,LOC440895,440895
LOC441052,1.94011607863738e-6,3.30381407844576e-6,9.26108721549827e-6,1.70484263961468e-7,1.69548424725586e-7,6.86853441959968e-7,LOC441052,441052
LOC441081,2.99971793697011e-5,3.30381407844576e-6,4.04325515018095e-5,2.21629543149908e-6,1.0698505600184e-4,2.44977727632389e-5,LOC441081,441081
LOC441179,7.46198491783608e-7,1.94342004614457e-7,6.77640527963288e-7,1.53435837565321e-6,1.69548424725586e-7,4.80797409371978e-6,LOC441179,441179
LOC441666,1.86549622945902e-5,3.30381407844576e-6,2.25880175987763e-7,1.87532690357615e-6,3.5605169192373e-6,2.31240658793189e-5,LOC441666,441666
LOC442028,4.47719095070165e-7,2.13776205075902e-6,1.58116123191434e-6,1.87532690357615e-6,1.1868389730791e-6,2.06056032587991e-6,LOC442028,442028
LOC497256,4.47719095070165e-7,1.94342004614457e-7,1.58116123191434e-6,2.55726395942202e-6,1.1868389730791e-6,1.60265803123993e-6,LOC497256,497256
LOC550113,4.47719095070165e-7,1.94342004614457e-7,2.25880175987763e-7,1.87532690357615e-6,2.54322637088379e-6,8.92909474547959e-6,LOC550113,550113
LOC554206,7.46198491783608e-7,1.22435462907108e-5,1.58116123191434e-6,1.53435837565321e-6,1.69548424725586e-7,1.48818245757993e-5,LOC554206,554206
LOC574538,1.04467788849705e-6,1.74907804153011e-6,2.93644228784092e-6,8.52421319807339e-7,2.20412952143262e-6,2.28951147319989e-7,LOC574538,574538
LOC613266,1.49239698356722e-7,1.94342004614457e-7,1.58116123191434e-6,3.58016954319082e-6,1.52593582253027e-6,2.28951147319989e-7,LOC613266,613266
LOC642361,2.53707487206427e-6,5.8302601384337e-7,1.12940087993881e-6,2.21629543149908e-6,1.69548424725586e-7,5.26587638835976e-6,LOC642361,642361
LOC642696,7.46198491783608e-7,1.69077544014577e-5,1.12940087993881e-6,8.52421319807339e-7,1.69548424725586e-7,2.28951147319989e-7,LOC642696,642696
LOC645188,7.46198491783608e-7,5.8302601384337e-7,1.12940087993881e-6,1.70484263961468e-7,2.20412952143262e-6,2.51846262051988e-6,LOC645188,645188
LOC645261,1.49239698356722e-7,9.71710023072283e-7,2.25880175987763e-7,1.53435837565321e-6,8.47742123627929e-7,8.92909474547959e-6,LOC645261,645261
LOC645485,1.49239698356722e-7,1.94342004614457e-7,4.29172334376749e-6,1.70484263961468e-7,1.52593582253027e-6,2.28951147319989e-7,LOC645485,645485
LOC646214,1.68640859143096e-5,5.53874713151201e-5,3.83996299179197e-6,2.67660294419504e-5,8.15527922930068e-5,6.18168097763972e-6,LOC646214,646214
LOC646736,1.49239698356722e-7,4.08118209690359e-6,3.38820263981644e-6,5.11452791884403e-7,8.47742123627929e-7,1.14475573659995e-6,LOC646736,646736
LOC646903,5.82034823591215e-6,1.94342004614457e-7,1.12940087993881e-6,5.11452791884403e-7,1.86503267198144e-6,2.28951147319989e-7,LOC646903,646903
LOC652276,4.47719095070165e-7,2.39040665675782e-5,3.38820263981644e-6,1.70484263961468e-7,1.78025845961865e-5,1.60265803123993e-6,LOC652276,652276
LOC654780,9.99905978990035e-6,7.19065417073489e-6,3.1397344462299e-5,1.70484263961468e-7,1.00033570588096e-5,1.53397268704393e-5,LOC654780,654780
LOC728024,3.73099245891804e-6,1.3603940323012e-6,1.24234096793269e-5,2.09695644672605e-5,8.47742123627929e-7,2.28951147319989e-7,LOC728024,728024
LOC728392,1.74461207379e-4,4.95572111766864e-5,6.93452140282431e-5,1.2155528020452e-4,1.44116161016748e-5,2.8550208070802e-4,LOC728392,728392
LOC728485,8.50666280633314e-6,4.17835309921082e-5,2.25880175987763e-7,6.98985482242018e-6,1.71243908972842e-5,4.2813864548838e-5,LOC728485,728485
LOC728743,2.53707487206427e-6,4.85855011536141e-6,5.19524404771854e-6,1.44911624367248e-5,8.64696966100488e-6,5.19719104416376e-5,LOC728743,728743
LOC729218,1.77595241044499e-5,1.03001262445662e-5,2.25880175987763e-7,1.87532690357615e-6,1.6785294047833e-5,5.83825425665973e-5,LOC729218,729218
LOC729291,2.83555426877771e-6,1.94342004614457e-7,7.00228545562064e-6,5.11452791884403e-7,1.86503267198144e-6,5.26587638835976e-6,LOC729291,729291
LOC729296,1.04467788849705e-6,4.4698661061325e-6,3.38820263981644e-6,8.52421319807339e-7,1.69548424725586e-7,8.47119245083961e-6,LOC729296,729296
LOC729683,1.64163668192394e-6,4.6836423112084e-5,4.49501550215648e-5,1.19338984773027e-6,1.00033570588096e-5,1.80871406382792e-5,LOC729683,729683
LOC729732,1.49239698356722e-7,4.91685271674575e-5,3.1397344462299e-5,1.38092253808789e-5,4.66258167995361e-5,1.8796889194971e-4,LOC729732,729732
LOC729815,7.46198491783608e-7,7.57933817996381e-6,1.58116123191434e-6,4.2621065990367e-6,5.08645274176758e-7,1.07607039240395e-5,LOC729815,729815
LOC729870,7.46198491783608e-7,1.74907804153011e-6,6.77640527963288e-7,1.70484263961468e-7,4.23871061813965e-6,6.86853441959968e-7,LOC729870,729870
LOC730098,1.23868949636079e-5,3.71193228813612e-5,1.73927735510577e-5,1.19338984773027e-6,1.69548424725586e-7,2.28951147319989e-7,LOC730098,730098
LOC730101,2.23859547535083e-6,1.94342004614457e-7,2.25880175987763e-7,5.11452791884403e-7,1.52593582253027e-6,2.97636491515986e-6,LOC730101,730101
LOC731157,2.23859547535083e-6,1.80738064291445e-5,1.12940087993881e-6,7.33082335034312e-6,8.47742123627929e-7,2.2208261290039e-5,LOC731157,731157
LOC780529,4.47719095070165e-7,2.13776205075902e-6,2.25880175987763e-7,1.19338984773027e-6,8.47742123627929e-7,7.55538786155965e-6,LOC780529,780529
LOC90246,1.3431572852105e-6,2.8956958687554e-5,6.77640527963288e-7,4.04047705588679e-5,8.98606651045605e-6,4.4187571432758e-5,LOC90246,90246
LOC91450,1.3431572852105e-6,2.62361706229516e-5,2.93644228784092e-6,3.11986203049486e-5,1.1868389730791e-6,2.72451865310787e-5,LOC91450,91450
LOC93429,1.64163668192394e-6,5.8302601384337e-7,3.83996299179197e-6,2.21629543149908e-6,5.08645274176758e-7,2.28951147319989e-7,LOC93429,93429
LOC93463,7.46198491783608e-7,6.41328615227707e-6,3.38820263981644e-6,3.92113807111376e-6,1.69548424725586e-7,6.86853441959968e-7,LOC93463,93463
LOH12CR2,7.46198491783608e-7,5.8302601384337e-7,8.35756651154722e-6,1.53435837565321e-6,1.69548424725586e-7,2.28951147319989e-7,LOH12CR2,503693
LOHAN2,1.04467788849705e-6,5.8302601384337e-7,5.19524404771854e-6,1.87532690357615e-6,3.5605169192373e-6,4.3500717990798e-6,LOHAN2,100506172
LONP1,4.02947185563149e-6,1.94342004614457e-7,9.7128475674738e-6,1.17634142133413e-5,1.1868389730791e-6,1.57976291650793e-5,LONP1,9361
LONP2,4.85029019659345e-5,5.84969433889514e-5,4.74348369574302e-6,1.5599310152474e-4,4.76431073478896e-5,1.07607039240395e-5,LONP2,83752
LONRF1,6.85010215457352e-5,8.99803481364934e-5,3.27526255182256e-5,1.9145382842872e-4,1.23770350049678e-5,2.28951147319989e-7,LONRF1,91694
LONRF2,3.6518954187889e-4,3.4456837418143e-4,2.8799722438439e-4,5.6140468122511e-4,8.08745985941045e-5,5.3047980834041e-4,LONRF2,164832
LONRF3,7.46198491783608e-7,1.94342004614457e-7,1.58116123191434e-6,4.94404365488257e-6,5.08645274176758e-7,2.28951147319989e-7,LONRF3,79836
LORICRIN,1.49239698356722e-7,1.3603940323012e-6,2.25880175987763e-7,1.70484263961468e-7,5.08645274176758e-7,1.07607039240395e-5,LORICRIN,4014
LOX,7.46198491783608e-7,1.45756503460842e-5,1.60374924951312e-5,2.89823248734495e-6,4.57780746759082e-6,1.35081176918794e-5,LOX,4015
LOXHD1,1.04467788849705e-6,3.20664307613853e-5,1.55857321431556e-5,2.55726395942202e-6,2.20412952143262e-6,2.28951147319989e-7,LOXHD1,125336
LOXL1,1.3431572852105e-6,5.8302601384337e-7,6.77640527963288e-7,6.64888629449725e-6,1.69548424725586e-7,4.80797409371978e-6,LOXL1,4016
LOXL1-AS1,1.3431572852105e-6,1.94342004614457e-7,6.77640527963288e-7,1.70484263961468e-7,2.54322637088379e-6,1.60265803123993e-6,LOXL1-AS1,100287616
LOXL2,1.41777713438886e-5,1.84624904383734e-5,2.10068563668619e-5,1.48321309646477e-5,4.91690431704199e-6,1.3759963953931e-4,LOXL2,4017
LOXL2-AS1,4.02947185563149e-6,2.91513006921685e-6,1.58116123191434e-6,5.11452791884403e-7,1.69548424725586e-7,2.97636491515986e-6,LOXL2-AS1,100507156
LOXL3,4.62643064905837e-6,9.71710023072283e-7,2.25880175987763e-7,8.69469746203486e-6,8.47742123627929e-7,5.70088356826774e-5,LOXL3,84695
LOXL4,3.4325130622046e-6,2.15719625122047e-5,2.93644228784092e-6,1.70484263961468e-7,5.25600116649316e-6,2.51846262051988e-6,LOXL4,84171
LPA,1.04467788849705e-6,1.94342004614457e-7,2.25880175987763e-7,3.58016954319082e-6,1.69548424725586e-7,1.25923131025994e-5,LPA,4018
LPAL2,1.49239698356722e-7,8.35670619842163e-6,1.42304510872291e-5,6.98985482242018e-6,1.69548424725586e-7,2.49556750578788e-5,LPAL2,80350
LPAR1,3.8847093482254e-4,7.8766814470239e-4,0.00113504788433851,5.11452791884403e-7,8.323132169779e-4,1.16765085133195e-5,LPAR1,1902
LPAR2,1.38792919471751e-5,1.94342004614457e-7,1.24234096793269e-5,8.69469746203486e-6,8.47742123627929e-7,7.66986343521965e-5,LPAR2,9170
LPAR3,3.20865351466952e-5,1.34095983183975e-5,2.25880175987763e-7,3.29034629445633e-5,5.59509801594433e-6,9.38699704011957e-6,LPAR3,23566
LPAR4,3.73099245891804e-6,1.84624904383734e-5,2.68797409425438e-5,2.55726395942202e-6,9.32516335990722e-6,1.25923131025994e-5,LPAR4,2846
LPAR5,3.95485200645312e-5,5.8302601384337e-7,8.35756651154722e-6,1.19338984773027e-6,4.28957514555732e-5,1.57976291650793e-5,LPAR5,57121
LPAR6,4.92491004577182e-6,4.85855011536141e-6,2.25880175987763e-7,1.44911624367248e-5,1.52593582253027e-6,1.57976291650793e-5,LPAR6,10161
LPCAT1,1.77595241044499e-5,1.74907804153011e-6,2.25880175987763e-7,4.60307512695963e-6,1.27161318544189e-5,1.35081176918794e-5,LPCAT1,79888
LPCAT2,7.61122461619281e-6,1.3603940323012e-6,3.83996299179197e-6,3.01757147211798e-5,4.56085262511826e-5,2.6260696597602e-4,LPCAT2,54947
LPCAT3,1.49239698356722e-7,5.69422073520358e-5,9.7128475674738e-6,3.66541167517156e-5,2.32281341874053e-5,2.72451865310787e-5,LPCAT3,10162
LPCAT4,1.56701683274558e-5,2.07945944937469e-5,2.73315012945193e-5,6.32496619297046e-5,2.79754900797217e-5,3.59453301292383e-5,LPCAT4,254531
LPGAT1,1.8699734204097e-4,1.6849451800073e-4,8.80932686352275e-6,1.96056903555688e-5,2.56018121335635e-5,3.001549541365e-4,LPGAT1,9926
LPIN1,7.46198491783608e-7,2.27380145398914e-5,6.77640527963288e-7,6.6318378681011e-5,1.0596776545349e-4,1.85450429329191e-5,LPIN1,23175
LPIN2,1.49239698356722e-7,1.94342004614457e-7,3.9077270445883e-5,1.3348917868182e-4,3.74702018643545e-5,4.73928874952378e-5,LPIN2,9663
LPIN3,1.04467788849705e-6,3.32324827890721e-5,1.12940087993881e-6,1.19338984773027e-6,4.91690431704199e-6,1.12186062186795e-5,LPIN3,64900
LPL,1.49239698356722e-7,1.3603940323012e-6,4.946775854132e-5,9.83694203057669e-5,8.42655670886162e-5,2.0834554406119e-5,LPL,4023
LPO,1.49239698356722e-7,2.52644605998794e-6,1.10681286234004e-5,3.23920101526789e-6,2.20412952143262e-6,2.51846262051988e-6,LPO,4025
LPP,4.47719095070165e-7,1.94342004614457e-7,1.2942934084098e-4,6.98985482242018e-6,2.9721838854395e-4,8.7688289423556e-5,LPP,4026
LPP-AS2,1.49239698356722e-7,9.71710023072283e-7,1.06163682714248e-5,1.70484263961468e-7,1.1868389730791e-6,5.72377868299974e-6,LPP-AS2,339929
LPXN,1.4476250740602e-5,8.35670619842163e-6,3.00420634063724e-5,1.53435837565321e-6,1.86503267198144e-6,1.21344108079594e-5,LPXN,9404
LRAT,7.46198491783608e-7,9.71710023072283e-7,3.38820263981644e-6,1.70484263961468e-7,5.08645274176758e-7,5.26587638835976e-6,LRAT,9227
LRATD1,4.02947185563149e-6,4.91685271674575e-5,3.83996299179197e-6,4.75651096452495e-5,3.8487492412708e-5,6.86853441959968e-7,LRATD1,151354
LRATD2,6.71578642605248e-6,1.7277004210225e-4,2.93644228784092e-6,7.34787177673926e-5,7.57881458523369e-5,1.0783599038771e-4,LRATD2,157638
LRBA,4.46226698086598e-5,1.41869663368553e-5,3.9077270445883e-5,2.47202182744128e-5,1.54289066500283e-5,2.51846262051988e-6,LRBA,987
LRCH1,1.64163668192394e-6,1.3603940323012e-6,1.28751700313025e-5,3.83589593913303e-5,1.30552287038701e-5,4.55612783166779e-5,LRCH1,23143
LRCH2,4.62643064905837e-6,4.4698661061325e-6,2.14586167188375e-5,3.69950852796385e-5,1.23770350049678e-5,6.86853441959968e-7,LRCH2,57631
LRCH3,1.68640859143096e-5,1.96285424660601e-5,4.72089567814424e-5,9.53007035544605e-5,1.0054221586227e-4,8.47119245083961e-6,LRCH3,84859
LRCH4,5.59648868837706e-5,1.3234690514244e-4,5.48888827650263e-5,7.34787177673926e-5,5.59509801594433e-6,9.63884330217156e-5,LRCH4,4034
LRFN1,3.3832639617468e-4,2.6372210026181e-4,2.2475077510782e-4,8.01276040618899e-6,2.54322637088379e-6,1.4309446707499e-4,LRFN1,57622
LRFN2,4.92491004577182e-6,1.3603940323012e-6,3.38820263981644e-6,9.37663451788073e-6,7.62967911265136e-6,2.0834554406119e-5,LRFN2,57497
LRFN3,7.31274521947936e-6,1.3603940323012e-6,2.48468193586539e-6,6.64888629449725e-6,4.23871061813965e-6,4.00664507809982e-5,LRFN3,79414
LRFN4,5.5218688391987e-6,4.64477391028551e-5,3.68184686860053e-5,1.82418162438771e-5,2.20412952143262e-6,1.1333081792339e-4,LRFN4,78999
LRFN5,1.11929773767541e-5,1.61303863829999e-5,9.64508351467747e-5,4.437705390917e-4,5.25600116649316e-6,2.28951147319989e-7,LRFN5,145581
LRFN5-DT,1.11929773767541e-5,6.80197016150598e-6,2.25880175987763e-7,1.58550365484165e-5,1.52593582253027e-6,2.54135773525188e-5,LRFN5-DT,105370469
LRG1,2.23859547535083e-6,1.69077544014577e-5,2.46209391826661e-5,8.35372893411192e-6,8.47742123627929e-7,6.63958327227969e-6,LRG1,116844
LRGUK,1.04467788849705e-6,4.08118209690359e-6,3.83996299179197e-6,5.11452791884403e-7,8.47742123627929e-7,4.80797409371978e-6,LRGUK,136332
LRIF1,1.62671271208827e-5,1.06888102537951e-5,2.25880175987763e-7,4.2621065990367e-6,1.23770350049678e-5,6.63958327227969e-6,LRIF1,55791
LRIG1,6.16359954213261e-5,7.44329877673369e-5,8.78673884592397e-5,8.52421319807339e-7,7.88400174973974e-5,9.73042376109955e-5,LRIG1,26018
LRIG2,1.2163035416072e-4,1.22435462907108e-5,1.9764515398929e-4,7.1432906599855e-5,1.69548424725586e-7,2.4383297189578e-4,LRIG2,9860
LRIG2-DT,1.94011607863738e-6,9.91144223533728e-6,1.12940087993881e-6,1.70484263961468e-7,1.69548424725586e-7,2.28951147319989e-7,LRIG2-DT,100996251
LRIG3,2.83555426877771e-6,9.71710023072283e-7,2.25880175987763e-7,1.70484263961468e-7,8.47742123627929e-7,1.60265803123993e-6,LRIG3,121227
LRIT1,1.49239698356722e-7,8.74539020765055e-6,2.25880175987763e-7,1.70484263961468e-7,4.23871061813965e-6,6.86853441959968e-7,LRIT1,26103
LRMDA,2.58184678157129e-5,3.12890627429275e-5,2.68797409425438e-5,1.53435837565321e-6,2.20412952143262e-6,1.12186062186795e-5,LRMDA,83938
LRP1,4.47719095070165e-7,1.304034850963e-4,6.30205691005858e-5,1.1712268934152e-4,1.86503267198144e-6,1.39660199865194e-5,LRP1,4035
LRP10,9.10362159976002e-6,1.84624904383734e-5,2.14586167188375e-5,2.02876274114147e-5,2.20412952143262e-6,2.44977727632389e-5,LRP10,26020
LRP11,2.3266468973812e-4,6.86027276289032e-5,2.3604478390721e-4,1.0177910558499e-4,8.47742123627929e-7,3.50295255399584e-5,LRP11,84918
LRP12,2.04458386748709e-5,1.94342004614457e-7,8.80932686352275e-6,1.3127288325033e-5,3.54356207676474e-5,9.18094100753158e-5,LRP12,29967
LRP1B,1.08944979800407e-5,2.91513006921685e-6,2.25880175987763e-7,6.64888629449725e-6,1.13597444566143e-5,2.28951147319989e-7,LRP1B,53353
LRP2,9.70058039318691e-6,5.8302601384337e-7,1.42304510872291e-5,1.41501939088018e-5,1.86503267198144e-6,3.82348416024382e-5,LRP2,4036
LRP2BP,1.3431572852105e-6,1.34095983183975e-5,1.60374924951312e-5,1.70484263961468e-7,2.62800058324658e-5,3.82348416024382e-5,LRP2BP,55805
LRP3,1.49239698356722e-7,1.1019191661639e-4,4.08843118537851e-5,7.85932456862367e-5,2.93318774775264e-5,6.6166881575477e-5,LRP3,4037
LRP4,1.08944979800407e-5,5.8302601384337e-7,1.0503428183431e-4,4.60307512695963e-6,1.7887358808549e-4,2.54135773525188e-5,LRP4,4038
LRP5,4.47719095070165e-7,1.49643343553132e-5,2.93644228784092e-6,1.70484263961468e-7,7.62967911265136e-6,4.46454737273979e-5,LRP5,4041
LRP5L,1.64163668192394e-6,1.37982823276264e-5,6.77640527963288e-7,3.92113807111376e-6,8.47742123627929e-7,2.28951147319989e-7,LRP5L,91355
LRP6,1.1536228682974e-4,7.75424598411682e-5,3.27526255182256e-5,1.51730994925706e-5,8.15527922930068e-5,1.4538397854819e-4,LRP6,4040
LRP8,0.00010402006975463001,2.04059104845179e-5,3.0493823758348e-5,1.19338984773027e-6,3.20446522731357e-5,6.75405884593969e-5,LRP8,7804
LRP8-DT,3.73099245891804e-6,1.94342004614457e-7,1.58116123191434e-6,1.53435837565321e-6,8.30787281155371e-6,4.3500717990798e-6,LRP8-DT,105378732
LRPAP1,1.3536040640954e-4,5.63591813381924e-6,4.74348369574302e-6,8.35372893411192e-6,9.03693103787373e-5,1.4858929461067e-4,LRPAP1,4043
LRPPRC,1.5744788176634e-4,5.8302601384337e-7,1.28751700313025e-5,1.5190147918966e-4,1.1868389730791e-6,5.26587638835976e-6,LRPPRC,10128
LRR1,1.49239698356722e-7,6.02460214304815e-6,2.93644228784092e-6,1.14224456854183e-5,1.69548424725586e-7,5.72377868299974e-6,LRR1,122769
LRRC1,2.53707487206427e-6,1.34095983183975e-5,5.21783206531732e-5,1.70484263961468e-7,6.42588529709971e-5,2.40398704685989e-5,LRRC1,55227
LRRC10B,1.80580035011633e-5,2.13776205075902e-6,2.25880175987763e-7,3.92113807111376e-6,4.91690431704199e-6,1.39660199865194e-5,LRRC10B,390205
LRRC14,3.4325130622046e-6,7.01574636658188e-5,2.48468193586539e-6,4.10867076147137e-5,8.47742123627929e-7,1.99187498168391e-5,LRRC14,9684
LRRC15,3.13403366549116e-6,9.71710023072283e-7,4.74348369574302e-6,2.89823248734495e-6,2.54322637088379e-6,7.09748556691967e-6,LRRC15,131578
LRRC17,5.22338944248526e-6,9.52275822610837e-6,6.77640527963288e-7,1.70484263961468e-7,2.20412952143262e-6,1.60265803123993e-6,LRRC17,10234
LRRC18,4.47719095070165e-7,1.94342004614457e-7,4.29172334376749e-6,1.53435837565321e-6,1.69548424725586e-7,2.97636491515986e-6,LRRC18,474354
LRRC19,2.53707487206427e-6,1.94342004614457e-7,6.09876475166959e-6,1.87532690357615e-6,1.69548424725586e-7,6.86853441959968e-7,LRRC19,64922
LRRC2,1.9848879881444e-5,1.06888102537951e-5,1.58116123191434e-6,1.51730994925706e-5,1.69548424725586e-7,6.86853441959968e-7,LRRC2,79442
LRRC2-AS1,7.46198491783608e-7,1.94342004614457e-7,2.93644228784092e-6,5.11452791884403e-7,5.08645274176758e-7,4.80797409371978e-6,LRRC2-AS1,83598
LRRC20,4.47719095070165e-7,9.52275822610837e-6,3.38820263981644e-6,2.60840923861046e-5,7.29058226320019e-6,1.67134337543592e-5,LRRC20,55222
LRRC23,5.82034823591215e-6,2.27380145398914e-5,4.29172334376749e-6,5.2850121828055e-6,2.20412952143262e-6,6.86853441959968e-7,LRRC23,10233
LRRC25,4.47719095070165e-7,2.91513006921685e-6,5.64700439969407e-6,1.53435837565321e-6,1.69548424725586e-7,1.60265803123993e-6,LRRC25,126364
LRRC27,4.47719095070165e-7,1.0785981256102e-4,3.86255100939074e-5,4.2621065990367e-6,9.98640221633701e-5,2.35819681739589e-5,LRRC27,80313
LRRC28,4.31302728250926e-5,5.8302601384337e-7,2.55244598866172e-5,1.38092253808789e-5,3.37401365203916e-5,5.88404448612373e-5,LRRC28,123355
LRRC3,1.49239698356722e-7,2.0017226475289e-5,2.10068563668619e-5,1.70484263961468e-7,5.08645274176758e-7,7.55538786155965e-6,LRRC3,81543
LRRC31,1.64163668192394e-6,1.3603940323012e-6,2.03292158388986e-6,1.19338984773027e-6,8.47742123627929e-7,1.60265803123993e-6,LRRC31,79782
LRRC32,7.01426582276592e-6,1.94342004614457e-7,7.90580615957169e-6,4.94404365488257e-6,1.69548424725586e-7,2.35819681739589e-5,LRRC32,2615
LRRC34,1.49239698356722e-7,8.35670619842163e-6,1.58116123191434e-6,3.23920101526789e-6,2.05153593917959e-5,1.60265803123993e-6,LRRC34,151827
LRRC36,1.94011607863738e-6,6.80197016150598e-6,6.77640527963288e-7,3.92113807111376e-6,1.69548424725586e-7,2.28951147319989e-7,LRRC36,55282
LRRC37A,4.55181079988001e-5,1.74907804153011e-6,3.1397344462299e-5,3.11986203049486e-5,3.0688264875331e-5,6.86853441959968e-7,LRRC37A,9884
LRRC37A2,1.0491550794477e-4,9.71710023072283e-7,1.2626701837715e-4,3.69950852796385e-5,1.8362094397781e-4,3.91506461917182e-5,LRRC37A2,474170
LRRC37A3,1.0372159035792e-4,1.18548622814819e-5,2.7805849664093e-4,1.3587595837729e-4,8.64696966100488e-6,6.63958327227969e-6,LRRC37A3,374819
LRRC37A4P,3.41758909236893e-5,1.156334927456e-4,6.84416933242921e-5,1.1882753198114e-4,4.0522073509415e-5,2.28951147319989e-7,LRRC37A4P,55073
LRRC37A5P,1.3431572852105e-6,1.37982823276264e-5,1.58116123191434e-6,1.87532690357615e-6,4.91690431704199e-6,2.28951147319989e-7,LRRC37A5P,652972
LRRC37A7P,3.4325130622046e-6,1.94342004614457e-7,7.00228545562064e-6,5.11452791884403e-7,1.52593582253027e-6,4.80797409371978e-6,LRRC37A7P,100421589
LRRC37A8P,1.49239698356722e-7,3.30381407844576e-6,3.38820263981644e-6,3.23920101526789e-6,1.69548424725586e-7,2.97636491515986e-6,LRRC37A8P,100533789
LRRC37B,1.94011607863738e-6,1.22435462907108e-5,1.58116123191434e-6,5.81351340108605e-5,6.73107246160576e-5,2.28951147319989e-7,LRRC37B,114659
LRRC37BP1,1.49239698356722e-7,3.30381407844576e-6,6.77640527963288e-7,6.30791776657431e-6,8.47742123627929e-7,1.14475573659995e-6,LRRC37BP1,147172
LRRC38,2.23859547535083e-6,5.8302601384337e-7,2.25880175987763e-7,2.55726395942202e-6,1.69548424725586e-7,2.97636491515986e-6,LRRC38,126755
LRRC39,4.47719095070165e-7,2.15719625122047e-5,4.29172334376749e-6,1.21043827412642e-5,8.98606651045605e-6,8.01329015619963e-6,LRRC39,127495
LRRC3B,3.08926175598414e-5,7.96802218919272e-6,1.91998149589598e-5,1.70484263961468e-7,1.50898098005771e-5,1.14475573659995e-6,LRRC3B,116135
LRRC3C,1.04467788849705e-6,5.8302601384337e-7,7.00228545562064e-6,1.70484263961468e-7,5.08645274176758e-7,4.80797409371978e-6,LRRC3C,100505591
LRRC4,7.46198491783608e-7,4.60590550936262e-5,1.15198889753759e-5,2.21629543149908e-6,6.49370466698994e-5,2.28951147319989e-7,LRRC4,64101
LRRC40,1.2431666873114e-4,3.7896690899819e-5,1.51339717911801e-5,1.3468256852956e-5,4.39130420039267e-5,7.94460481200363e-5,LRRC40,55631
LRRC41,2.53707487206427e-6,4.08118209690359e-6,2.91385427024214e-5,2.60840923861046e-5,1.40725192522236e-5,3.27400140667585e-5,LRRC41,10489
LRRC42,2.23859547535083e-6,1.74907804153011e-6,4.29172334376749e-6,1.53435837565321e-6,1.69548424725586e-7,5.72377868299974e-6,LRRC42,115353
LRRC43,1.94011607863738e-6,9.71710023072283e-7,4.29172334376749e-6,1.10814771574954e-5,8.47742123627929e-7,4.3729669138118e-5,LRRC43,254050
LRRC45,1.29838537570348e-5,7.98745638965416e-5,1.12940087993881e-6,2.89823248734495e-6,3.22142006978613e-6,3.09084048881986e-5,LRRC45,201255
LRRC46,1.49239698356722e-7,2.11832785029758e-5,2.25880175987763e-7,1.70484263961468e-7,2.88232322033496e-6,2.28951147319989e-7,LRRC46,90506
LRRC47,3.68622054941103e-5,3.69249808767467e-6,2.91385427024214e-5,6.98985482242018e-6,1.54289066500283e-5,2.99926002989186e-5,LRRC47,57470
LRRC49,5.59648868837706e-5,1.94342004614457e-7,6.55052510364512e-6,1.70484263961468e-7,2.458452158521e-5,3.89216950443982e-6,LRRC49,54839
LRRC4B,1.3431572852105e-6,9.71710023072283e-7,1.10681286234004e-5,8.52421319807339e-7,1.69548424725586e-7,5.26587638835976e-6,LRRC4B,94030
LRRC4C,1.0790030191191e-4,1.69077544014577e-5,4.22395929097116e-5,8.01276040618899e-6,3.71311050149033e-5,1.6598958180699e-4,LRRC4C,57689
LRRC52,4.47719095070165e-7,1.94342004614457e-7,2.25880175987763e-7,1.70484263961468e-7,1.52593582253027e-6,5.72377868299974e-6,LRRC52,440699
LRRC52-AS1,3.4325130622046e-6,2.13776205075902e-6,1.12940087993881e-6,1.14224456854183e-5,1.69548424725586e-7,2.0834554406119e-5,LRRC52-AS1,400794
LRRC55,1.3431572852105e-6,2.52644605998794e-6,3.83996299179197e-6,1.70484263961468e-7,1.69548424725586e-7,1.14475573659995e-6,LRRC55,219527
LRRC56,7.46198491783608e-7,1.37982823276264e-5,2.93644228784092e-6,1.3127288325033e-5,2.11935530906982e-5,6.4335272396917e-5,LRRC56,115399
LRRC57,5.23831341232093e-5,1.80738064291445e-5,4.40466343176137e-5,3.32444314724862e-5,5.93419486539551e-6,1.57976291650793e-5,LRRC57,255252
LRRC58,2.94002205762742e-5,1.14661782722529e-5,2.01033356629109e-5,1.48321309646477e-5,7.13798868094716e-5,8.92909474547959e-6,LRRC58,116064
