...1,CDSeq_estimated_cell_type_1,CDSeq_estimated_cell_type_2,CDSeq_estimated_cell_type_3,CDSeq_estimated_cell_type_4,CDSeq_estimated_cell_type_5,CDSeq_estimated_cell_type_6,SYMBOL,ENTREZID
CT75,4.47719095070165e-7,6.80197016150598e-6,4.74348369574302e-6,1.70484263961468e-7,1.69548424725586e-7,6.63958327227969e-6,CT75,440934
CT83,1.64163668192394e-6,5.8302601384337e-7,1.12940087993881e-6,1.70484263961468e-7,1.69548424725586e-7,5.26587638835976e-6,CT83,203413
CTAG1B,4.47719095070165e-7,2.8956958687554e-5,2.03292158388986e-6,5.11452791884403e-7,5.08645274176758e-7,2.03766521114791e-5,CTAG1B,1485
CTAG2,1.56701683274558e-5,7.59877238042525e-5,4.63054360774914e-5,9.37663451788073e-6,4.57780746759082e-6,6.20457609237171e-5,CTAG2,30848
CTAGE1,1.64163668192394e-6,1.94342004614457e-7,2.25880175987763e-7,8.52421319807339e-7,1.69548424725586e-7,4.80797409371978e-6,CTAGE1,64693
CTAGE11P,4.47719095070165e-7,1.94342004614457e-7,9.26108721549827e-6,5.11452791884403e-7,5.08645274176758e-7,1.14475573659995e-6,CTAGE11P,647288
CTAGE15,1.49239698356722e-7,5.24723412459033e-6,5.64700439969407e-6,9.0356659899578e-6,5.59509801594433e-6,2.51846262051988e-6,CTAGE15,441294
CTAGE9,4.02947185563149e-6,8.35670619842163e-6,1.58116123191434e-6,5.2850121828055e-6,7.62967911265136e-6,2.28951147319989e-7,CTAGE9,643854
CTB-49A3.2,7.46198491783608e-7,2.52644605998794e-6,1.58116123191434e-6,1.00585715737266e-5,3.22142006978613e-6,7.09748556691967e-6,CTB-49A3.2,105379181
CTBP1,0.00152149872474678,0.0021764361096773,2.46209391826661e-5,0.00249401429749231,0.00178958362297856,0.00208047907569674,CTBP1,1487
CTBP1-AS,1.32823331537482e-5,5.8302601384337e-7,1.12940087993881e-6,1.3468256852956e-5,4.69649136489873e-5,6.86853441959968e-7,CTBP1-AS,285463
CTBP1-DT,4.62643064905837e-6,4.6311699699625e-4,4.1810420575334e-4,8.0246943046662e-4,4.6981868491459e-4,8.92909474547959e-6,CTBP1-DT,92070
CTBP2,8.52158677616881e-5,9.73653443118427e-5,2.3197894073943e-4,7.96161512700055e-5,4.5998487628051e-4,3.41137209506784e-5,CTBP2,1488
CTBS,1.49239698356722e-7,7.19065417073489e-6,6.77640527963288e-7,1.19338984773027e-6,5.93419486539551e-6,2.06056032587991e-6,CTBS,1486
CTC-338M12.4,6.11882763262559e-6,1.94342004614457e-7,2.25880175987763e-7,2.64250609140275e-5,5.08645274176758e-7,1.60265803123993e-6,CTC-338M12.4,101928649
CTC1,5.22338944248526e-6,5.26666832505177e-5,6.77640527963288e-7,1.19338984773027e-6,1.4750712951126e-5,1.07607039240395e-5,CTC1,80169
CTCF,1.64163668192394e-6,1.7976635426837e-4,8.35756651154722e-6,4.60307512695963e-6,1.3750377245245e-4,2.1177981127099e-4,CTCF,10664
CTCFL,1.94011607863738e-6,5.8302601384337e-7,1.12940087993881e-6,2.21629543149908e-6,8.47742123627929e-7,2.28951147319989e-7,CTCFL,140690
CTD-2194D22.4,1.49239698356722e-7,1.94342004614457e-7,8.35756651154722e-6,1.53435837565321e-6,1.69548424725586e-7,1.14475573659995e-6,CTD-2194D22.4,101929081
CTD-2350J17.1,1.3431572852105e-6,4.4698661061325e-6,6.77640527963288e-7,4.60307512695963e-6,1.1868389730791e-6,2.06056032587991e-6,CTD-2350J17.1,101929472
CTDNEP1,1.47747301373154e-5,1.94342004614457e-7,4.04325515018095e-5,1.53435837565321e-6,1.86503267198144e-6,6.11299563344372e-5,CTDNEP1,23399
CTDP1,1.05960185833272e-5,3.05116947244697e-5,4.29172334376749e-6,2.74479664977963e-5,1.69548424725586e-7,8.17355595932362e-5,CTDP1,9150
CTDSP1,1.32823331537482e-5,4.87798431582286e-5,6.77640527963288e-7,2.84708720815651e-5,2.22108436390518e-5,6.86853441959968e-7,CTDSP1,58190
CTDSP2,5.5218688391987e-6,1.26322302999397e-5,5.8051205228855e-5,1.3468256852956e-5,6.222427187429e-5,2.97636491515986e-6,CTDSP2,10106
CTDSPL,2.64154266091397e-5,5.49987873058912e-5,1.0548604218628e-4,1.70484263961468e-7,1.4428570944147e-4,2.2322736863699e-4,CTDSPL,10217
CTDSPL2,4.01454788579581e-5,1.7743425021299e-4,1.37786907352535e-5,1.1575881522983e-4,5.06949789929502e-5,2.28951147319989e-7,CTDSPL2,51496
CTF1,4.47719095070165e-7,5.8302601384337e-7,7.90580615957169e-6,2.55726395942202e-6,5.59509801594433e-6,2.51846262051988e-6,CTF1,1489
CTH,4.92491004577182e-6,3.30381407844576e-6,2.25880175987763e-7,4.60307512695963e-6,5.08645274176758e-7,2.28951147319989e-7,CTH,1491
CTHRC1,3.4325130622046e-6,1.1077494263024e-5,6.55052510364512e-6,3.92113807111376e-6,5.59509801594433e-6,1.14475573659995e-6,CTHRC1,115908
CTIF,2.99971793697011e-5,9.71710023072283e-7,1.19716493273514e-5,5.11452791884403e-7,6.08678844764853e-5,1.5362621985171e-4,CTIF,9811
CTLA4,6.11882763262559e-6,3.98401109459636e-5,5.19524404771854e-6,5.96694923865137e-6,1.00033570588096e-5,3.50295255399584e-5,CTLA4,1493
CTNNA1,1.8132623350341e-4,3.6128178657827e-4,2.03292158388986e-6,1.5462922741305e-4,4.1895415749692e-4,4.80797409371978e-6,CTNNA1,1495
CTNNA2,1.1058661648233e-4,6.80197016150598e-6,2.59762202385927e-5,1.0552975939214e-4,1.69548424725586e-7,4.05243530756381e-5,CTNNA2,1496
CTNNA3,1.94011607863738e-6,1.06888102537951e-5,1.28751700313025e-5,5.23386690361706e-5,1.0122040956117e-4,5.19719104416376e-5,CTNNA3,29119
CTNNAL1,2.58184678157129e-5,2.52644605998794e-6,1.24234096793269e-5,2.98347461932569e-5,4.12002672083174e-5,7.09748556691967e-6,CTNNAL1,8727
CTNNB1,0.00104542408698884,4.29495830197949e-5,4.5605207531929e-4,7.6871354620225e-4,7.0515189843371e-4,0.00164180867743164,CTNNB1,1499
CTNNBIP1,5.5218688391987e-6,2.85682746783251e-5,1.96515753109354e-5,1.65369736042624e-5,1.1868389730791e-6,7.55538786155965e-6,CTNNBIP1,56998
CTNNBL1,1.04467788849705e-6,1.94342004614457e-7,3.27526255182256e-5,4.04047705588679e-5,1.1868389730791e-6,2.40398704685989e-5,CTNNBL1,56259
CTNND1,3.11910969565548e-5,4.91685271674575e-5,2.41691788306906e-5,7.58654974628532e-5,4.76431073478896e-5,7.16617091111567e-5,CTNND1,1500
CTNND2,3.4847469566294e-4,1.976458186929e-4,3.6298944281233e-4,1.6929087411373e-4,2.5618766976036e-4,2.28951147319989e-7,CTNND2,1501
CTNS,1.26853743603213e-5,2.07945944937469e-5,6.09876475166959e-6,3.58016954319082e-6,3.5605169192373e-6,6.86853441959968e-7,CTNS,1497
CTPS1,1.49239698356722e-7,1.94342004614457e-7,1.37786907352535e-5,3.92113807111376e-6,1.69548424725586e-7,2.28951147319989e-7,CTPS1,1503
CTPS2,4.47719095070165e-7,1.92398584568312e-5,2.25880175987763e-7,1.24453512691872e-5,1.30552287038701e-5,2.99926002989186e-5,CTPS2,56474
CTR9,2.83555426877771e-6,5.8302601384337e-7,6.77640527963288e-7,5.11452791884403e-7,1.86503267198144e-6,8.92909474547959e-6,CTR9,9646
CTRB1,7.46198491783608e-7,4.08118209690359e-6,2.48468193586539e-6,6.64888629449725e-6,1.69548424725586e-7,1.60265803123993e-6,CTRB1,1504
CTRB2,1.64163668192394e-6,1.74907804153011e-6,3.83996299179197e-6,1.70484263961468e-7,1.69548424725586e-7,7.09748556691967e-6,CTRB2,440387
CTRC,4.47719095070165e-7,4.85855011536141e-6,1.73927735510577e-5,6.98985482242018e-6,1.69548424725586e-7,2.06056032587991e-6,CTRC,11330
CTRL,2.23859547535083e-6,1.94342004614457e-7,2.25880175987763e-7,6.64888629449725e-6,3.22142006978613e-6,8.01329015619963e-6,CTRL,1506
CTSA,1.08944979800407e-5,6.41328615227707e-6,1.24234096793269e-5,6.64888629449725e-6,3.5605169192373e-6,1.39660199865194e-5,CTSA,5476
CTSB,1.0372159035792e-4,4.4329411252557e-4,6.25688087486103e-5,8.9964546092466e-4,0.00161325326126395,7.8598928874952e-4,CTSB,1508
CTSC,4.47719095070165e-7,3.40098508075299e-5,2.73315012945193e-5,8.52421319807339e-7,2.72972963808193e-5,3.89216950443982e-6,CTSC,1075
CTSD,8.50666280633314e-6,1.94342004614457e-7,2.25880175987763e-7,1.53435837565321e-6,5.59509801594433e-6,5.65509333880374e-5,CTSD,1509
CTSE,1.04467788849705e-6,1.94342004614457e-7,6.77640527963288e-7,4.60307512695963e-6,1.52593582253027e-6,2.28951147319989e-7,CTSE,1510
CTSF,2.83555426877771e-6,4.83911591489997e-5,1.69410131990822e-5,7.51835604070073e-5,6.61238856429785e-6,6.86853441959968e-7,CTSF,8722
CTSG,4.32795125234493e-6,3.30381407844576e-6,1.12940087993881e-6,1.70484263961468e-7,8.47742123627929e-7,3.89216950443982e-6,CTSG,1511
CTSH,3.73099245891804e-6,3.69249808767467e-6,3.54631876300787e-5,1.70484263961468e-7,1.3004364176452e-4,2.97636491515986e-6,CTSH,1512
CTSK,7.46198491783608e-7,9.71710023072283e-7,6.77640527963288e-7,1.70484263961468e-7,2.88232322033496e-6,3.43426720979984e-6,CTSK,1513
CTSL,3.4325130622046e-6,3.20664307613853e-5,3.00420634063724e-5,1.87532690357615e-6,6.45979498204482e-5,6.02141517451572e-5,CTSL,1514
CTSLP8,2.23859547535083e-6,2.91513006921685e-6,1.3326930383278e-5,1.70484263961468e-7,4.91690431704199e-6,6.98300999325968e-5,CTSLP8,1518
CTSO,8.50666280633314e-6,1.74907804153011e-6,5.19524404771854e-6,1.19338984773027e-6,8.47742123627929e-7,1.48818245757993e-5,CTSO,1519
CTSS,6.41730702933903e-6,1.03001262445662e-5,2.01033356629109e-5,3.08576517770257e-5,2.20412952143262e-6,4.80797409371978e-6,CTSS,1520
CTSV,1.04467788849705e-6,5.63591813381924e-6,3.38820263981644e-6,3.23920101526789e-6,1.69548424725586e-7,6.86853441959968e-7,CTSV,1515
CTSW,2.23859547535083e-6,1.74907804153011e-6,5.64700439969407e-6,2.21629543149908e-6,2.54322637088379e-6,1.25923131025994e-5,CTSW,1521
CTSZ,4.47719095070165e-7,2.70135386414095e-5,5.12747999492221e-5,1.82418162438771e-5,2.8653683778624e-5,8.90619963074759e-5,CTSZ,1522
CTTN,1.0372159035792e-4,9.34785042195536e-5,2.25880175987763e-7,9.0356659899578e-6,1.0122040956117e-4,2.06056032587991e-6,CTTN,2017
CTTNBP2,4.6115066792227e-5,2.19606465214336e-5,5.08230395972466e-5,3.25624944166404e-5,5.93419486539551e-6,1.16765085133195e-5,CTTNBP2,83992
CTTNBP2NL,6.82025421490218e-5,5.38327352782045e-5,2.23621374227885e-5,1.87532690357615e-6,3.40792333698428e-5,9.38699704011957e-6,CTTNBP2NL,55917
CTU2,1.49239698356722e-7,1.1174665265331e-4,9.01261902191173e-5,3.90408964471761e-5,3.22142006978613e-6,1.1516242710195e-4,CTU2,348180
CTXN1,4.62643064905837e-6,3.3621166798301e-5,1.06163682714248e-5,6.64888629449725e-6,1.69548424725586e-7,1.03028016293995e-5,CTXN1,404217
CTXN3,1.41777713438886e-5,9.71710023072283e-7,2.25880175987763e-7,1.70484263961468e-7,6.95148541374902e-6,2.03766521114791e-5,CTXN3,613212
CTXND1,1.8669886264425e-4,1.22435462907108e-5,1.46822114392046e-5,8.52421319807339e-7,1.4869396848433e-4,5.74667379773174e-5,CTXND1,100996492
CUBN,1.3431572852105e-6,5.8302601384337e-7,2.25880175987763e-7,2.55726395942202e-6,2.88232322033496e-6,2.28951147319989e-7,CUBN,8029
CUEDC1,9.99905978990035e-6,2.19606465214336e-5,6.77640527963288e-7,4.00638020309449e-5,1.69548424725586e-7,1.48818245757993e-5,CUEDC1,404093
CUEDC2,7.90970401290625e-6,1.94342004614457e-7,2.03292158388986e-6,1.41501939088018e-5,5.59509801594433e-6,2.97636491515986e-6,CUEDC2,79004
CUL1,1.77595241044499e-5,5.8302601384337e-7,2.1910377070813e-5,9.0356659899578e-6,5.27295600896572e-5,9.04357031913958e-5,CUL1,8454
CUL2,7.61122461619281e-6,2.13776205075902e-6,5.19524404771854e-6,2.33563441627211e-5,1.69548424725586e-7,2.86188934149987e-5,CUL2,8453
CUL3,2.410221128461e-4,2.19606465214336e-5,6.12135276926837e-5,3.58016954319082e-6,5.67987222830713e-5,2.8595998300266e-4,CUL3,8452
CUL4A,1.1058661648233e-4,1.7626819818531e-4,1.456927135121e-4,6.30791776657431e-6,7.95182111962998e-5,7.09748556691967e-6,CUL4A,8451
CUL4B,3.186267559916e-4,1.4556216145622e-4,5.26300810051487e-5,8.30258365492348e-5,5.2102230918172e-4,1.3622593265539e-4,CUL4B,8450
CUL5,6.01435984377588e-5,6.35498355089273e-5,5.19524404771854e-6,6.59774101530881e-5,5.74769159819736e-5,1.4126285789643e-4,CUL5,8065
CUL7,4.47719095070165e-7,6.0440363435096e-5,6.93452140282431e-5,4.2621065990367e-6,1.30552287038701e-5,4.87665943791577e-5,CUL7,9820
CUL9,1.05960185833272e-5,1.2029770085634e-4,3.23008651662501e-5,8.37077736050807e-5,2.11935530906982e-5,6.18168097763972e-6,CUL9,23113
CUTA,1.50732095340289e-5,4.85855011536141e-6,5.19524404771854e-6,7.24558121836238e-5,1.69548424725586e-7,1.14475573659995e-6,CUTA,51596
CUTALP,1.49239698356722e-7,3.05116947244697e-5,7.90580615957169e-6,3.73360538075615e-5,5.08645274176758e-7,7.34933182897166e-5,CUTALP,253039
CUTC,7.46198491783608e-7,2.52644605998794e-6,2.25880175987763e-7,6.30791776657431e-6,2.88232322033496e-6,6.86853441959968e-7,CUTC,51076
CUX1,2.58184678157129e-5,2.66248546321805e-5,7.11522554361453e-5,6.52954730972422e-5,6.35806592720947e-5,1.5271041526243e-4,CUX1,1523
CUX2,2.23859547535083e-6,4.87798431582286e-5,8.80932686352275e-6,1.836115522865e-4,2.88232322033496e-6,3.13663071828386e-5,CUX2,23316
CUZD1,1.49239698356722e-7,1.94342004614457e-7,3.38820263981644e-6,1.87532690357615e-6,2.88232322033496e-6,3.89216950443982e-6,CUZD1,50624
CWC15,4.82044225692211e-5,1.03001262445662e-5,1.91998149589598e-5,6.90461269043945e-5,3.37401365203916e-5,8.7688289423556e-5,CWC15,51503
CWC22,1.49239698356722e-7,2.85682746783251e-5,6.77640527963288e-7,1.70484263961468e-7,3.98438798105127e-5,3.89216950443982e-6,CWC22,57703
CWC25,5.82034823591215e-6,1.385658492901e-4,1.96515753109354e-5,4.31325187822514e-5,3.27228459720381e-5,2.06056032587991e-6,CWC25,54883
CWC27,7.74554034471386e-5,5.26666832505177e-5,1.6150432583125e-4,6.05219137063211e-5,1.2020983313044e-4,1.8293196670867e-4,CWC27,10283
CWF19L1,1.80580035011633e-5,3.05116947244697e-5,4.31431136136627e-5,1.51730994925706e-5,2.83145869291728e-5,3.27400140667585e-5,CWF19L1,55280
CWF19L2,2.07443180715843e-5,8.06519319149995e-5,1.2310469591333e-4,2.94937776653339e-5,1.6124055191403e-4,1.21344108079594e-5,CWF19L2,143884
CWH43,1.49239698356722e-7,2.52644605998794e-6,6.09876475166959e-6,2.55726395942202e-6,1.86503267198144e-6,1.60265803123993e-6,CWH43,80157
CX3CL1,1.29838537570348e-5,5.24723412459033e-6,1.69410131990822e-5,1.3468256852956e-5,7.29058226320019e-6,2.77030888257187e-5,CX3CL1,6376
CX3CR1,1.23868949636079e-5,7.17121997027345e-5,2.25880175987763e-7,5.11452791884403e-7,2.79754900797217e-5,5.26587638835976e-6,CX3CR1,1524
CXADR,1.1566076622645e-4,1.45756503460842e-5,4.74348369574302e-6,4.85880152290183e-5,1.69548424725586e-7,2.86188934149987e-5,CXADR,1525
CXCL1,2.23859547535083e-6,2.13776205075902e-6,1.37786907352535e-5,8.69469746203486e-6,1.40725192522236e-5,3.50295255399584e-5,CXCL1,2919
CXCL10,7.46198491783608e-7,4.08118209690359e-6,1.58116123191434e-6,1.19338984773027e-6,1.52593582253027e-6,2.06056032587991e-6,CXCL10,3627
CXCL11,7.46198491783608e-7,4.08118209690359e-6,7.90580615957169e-6,2.55726395942202e-6,5.08645274176758e-7,1.60265803123993e-6,CXCL11,6373
CXCL12,1.38792919471751e-5,1.53530183645421e-5,4.74348369574302e-6,6.64888629449725e-6,1.69548424725586e-7,5.33456173255575e-5,CXCL12,6387
CXCL13,1.04467788849705e-6,3.69249808767467e-6,6.77640527963288e-7,5.11452791884403e-7,1.69548424725586e-7,1.14475573659995e-6,CXCL13,10563
CXCL14,8.46189089682612e-5,1.4284137339162e-4,4.74348369574302e-6,9.49597350265376e-5,4.23871061813965e-6,2.0834554406119e-5,CXCL14,9547
CXCL16,8.20818340961969e-6,5.8302601384337e-7,1.69410131990822e-5,3.80179908634073e-5,2.15326499401494e-5,2.6031745450282e-4,CXCL16,58191
CXCL17,1.3431572852105e-6,1.94342004614457e-7,2.03292158388986e-6,8.01276040618899e-6,1.52593582253027e-6,1.14475573659995e-6,CXCL17,284340
CXCL2,2.23859547535083e-6,1.94342004614457e-7,1.12940087993881e-6,1.96056903555688e-5,1.91589719939912e-5,1.03028016293995e-5,CXCL2,2920
CXCL3,1.49239698356722e-7,5.24723412459033e-6,1.58116123191434e-6,1.87532690357615e-6,1.69548424725586e-7,2.28951147319989e-7,CXCL3,2921
CXCL5,4.47719095070165e-7,7.19065417073489e-6,6.09876475166959e-6,4.2621065990367e-6,1.1868389730791e-6,8.92909474547959e-6,CXCL5,6374
CXCL6,2.53707487206427e-6,1.94342004614457e-7,2.03292158388986e-6,1.19338984773027e-6,1.69548424725586e-7,1.60265803123993e-6,CXCL6,6372
CXCL8,1.49239698356722e-7,1.5741702373771e-5,1.42304510872291e-5,1.70484263961468e-7,5.08645274176758e-7,9.38699704011957e-6,CXCL8,3576
CXCL9,4.47719095070165e-7,6.41328615227707e-6,2.25880175987763e-7,1.53435837565321e-6,5.08645274176758e-7,2.28951147319989e-7,CXCL9,4283
CXCR1,4.32795125234493e-6,9.71710023072283e-7,1.12940087993881e-6,2.89823248734495e-6,8.47742123627929e-7,3.43426720979984e-6,CXCR1,3577
CXCR2,1.49239698356722e-7,3.30381407844576e-6,7.45404580759617e-6,5.96694923865137e-6,1.69548424725586e-7,9.38699704011957e-6,CXCR2,3579
CXCR3,1.20884155668945e-5,1.96285424660601e-5,2.03292158388986e-6,8.52421319807339e-7,4.91690431704199e-6,1.94608475221991e-5,CXCR3,2833
CXCR4,5.22338944248526e-6,1.3603940323012e-6,3.1284404374305e-4,1.7099571675335e-4,3.22142006978613e-6,2.28951147319989e-7,CXCR4,7852
CXCR5,4.62643064905837e-6,7.63764078134814e-5,1.96515753109354e-5,5.11452791884403e-7,1.69548424725586e-7,6.5251076986197e-5,CXCR5,643
CXCR6,7.46198491783608e-7,1.26322302999397e-5,1.10681286234004e-5,8.01276040618899e-6,1.10206476071631e-5,4.3500717990798e-6,CXCR6,10663
CXXC1,7.01426582276592e-6,2.54588026044938e-5,1.55857321431556e-5,8.52421319807339e-7,1.78025845961865e-5,2.90767957096387e-5,CXXC1,30827
CXXC1P1,4.47719095070165e-7,9.71710023072283e-7,1.12940087993881e-6,1.70484263961468e-7,3.22142006978613e-6,2.51846262051988e-6,CXXC1P1,392459
CXXC4,7.46198491783608e-7,2.07945944937469e-5,2.25880175987763e-7,7.67179187826605e-6,2.20412952143262e-6,2.06056032587991e-6,CXXC4,80319
CXXC5,4.96968195527883e-5,1.5800004975155e-4,1.37786907352535e-5,1.3451208426559e-4,2.0023668960091e-4,2.51846262051988e-6,CXXC5,51523
CXorf38,5.62633662804841e-5,1.84624904383734e-5,1.01646079194493e-5,8.52421319807339e-7,3.03491680258799e-5,2.2666163584679e-5,CXorf38,159013
CXorf51A,4.47719095070165e-7,1.03001262445662e-5,2.25880175987763e-7,5.11452791884403e-7,8.47742123627929e-7,6.86853441959968e-7,CXorf51A,100129239
CXorf58,1.49239698356722e-7,4.4698661061325e-6,6.77640527963288e-7,1.19338984773027e-6,2.54322637088379e-6,2.28951147319989e-7,CXorf58,254158
CXorf65,4.47719095070165e-7,5.63591813381924e-6,2.25880175987763e-7,2.55726395942202e-6,1.1868389730791e-6,6.86853441959968e-7,CXorf65,158830
CYB561,3.4325130622046e-6,5.34440512689756e-5,1.78445339030333e-5,1.0655266497591e-4,1.64461971983818e-5,1.07607039240395e-5,CYB561,1534
CYB561A3,1.3431572852105e-6,1.3603940323012e-6,5.64700439969407e-6,6.97280639602403e-5,4.91690431704199e-6,5.42614219148375e-5,CYB561A3,220002
CYB561D1,1.3431572852105e-6,4.85855011536141e-6,4.29172334376749e-6,4.2621065990367e-6,4.57780746759082e-6,5.26587638835976e-6,CYB561D1,284613
CYB561D2,1.49239698356722e-7,6.80197016150598e-6,1.55857321431556e-5,1.72189106601083e-5,4.91690431704199e-6,3.43426720979984e-6,CYB561D2,11068
CYB5A,1.49239698356722e-7,1.74907804153011e-6,2.25880175987763e-7,7.21148436557009e-5,1.30552287038701e-5,1.0875179497699e-4,CYB5A,1528
CYB5B,5.77557632640513e-5,5.8302601384337e-7,2.23621374227885e-5,3.22215258887174e-5,4.57780746759082e-6,1.0508857661987e-4,CYB5B,80777
CYB5D1,1.94011607863738e-6,9.71710023072283e-7,3.59149479820543e-5,1.1814559492529e-4,1.13597444566143e-5,1.14475573659995e-6,CYB5D1,124637
CYB5D2,1.3431572852105e-6,3.30381407844576e-6,4.74348369574302e-6,2.55726395942202e-6,1.69548424725586e-7,3.43426720979984e-6,CYB5D2,124936
CYB5R1,1.05960185833272e-5,1.03001262445662e-5,2.03292158388986e-6,1.70484263961468e-7,3.89961376868848e-6,6.86853441959968e-7,CYB5R1,51706
CYB5R2,1.49239698356722e-7,1.94342004614457e-7,2.25880175987763e-7,1.70484263961468e-7,1.69548424725586e-7,1.53397268704393e-5,CYB5R2,51700
CYB5R3,5.17861753297824e-5,4.9304566570687e-4,1.55857321431556e-5,2.60840923861046e-5,1.0257679695897e-4,2.28951147319989e-7,CYB5R3,1727
CYB5R4,1.49239698356722e-7,7.57933817996381e-6,2.01033356629109e-5,6.64888629449725e-6,1.69548424725586e-7,2.28951147319989e-7,CYB5R4,51167
CYB5RL,2.16397562617246e-5,8.74539020765055e-6,1.37786907352535e-5,2.21629543149908e-6,1.69548424725586e-7,3.45716232453184e-5,CYB5RL,606495
CYBA,1.49239698356722e-7,6.02460214304815e-6,1.15198889753759e-5,8.52421319807339e-7,1.86503267198144e-6,6.29615655129971e-5,CYBA,1535
CYBB,1.32823331537482e-5,9.71710023072283e-7,2.25880175987763e-7,5.2850121828055e-6,2.32281341874053e-5,2.406276558333e-4,CYBB,1536
CYBC1,3.4325130622046e-6,1.72964384106866e-5,1.69410131990822e-5,5.11452791884403e-7,3.30619428214892e-5,6.86853441959968e-7,CYBC1,79415
CYBRD1,6.71578642605248e-6,1.3603940323012e-6,2.01033356629109e-5,3.25624944166404e-5,1.71243908972842e-5,6.86853441959968e-7,CYBRD1,79901
CYC1,2.83555426877771e-6,1.3603940323012e-6,2.91385427024214e-5,1.24453512691872e-5,1.69548424725586e-7,1.14475573659995e-6,CYC1,1537
CYCS,2.3117229275456e-4,3.7896690899819e-5,1.15198889753759e-5,1.8736220609365e-4,2.28890373379541e-5,6.66247838701169e-5,CYCS,54205
CYFIP1,1.64163668192394e-6,5.8302601384337e-7,2.32656581267396e-5,5.26796375640936e-5,6.39197561215459e-5,9.91358467895554e-5,CYFIP1,23191
CYFIP2,1.3148017425227e-4,7.94858798873127e-5,1.4975855667988e-4,2.8590211066338e-4,6.73107246160576e-5,2.8962320135978e-4,CYFIP2,26999
CYGB,2.34306326420053e-5,6.35498355089273e-5,2.25880175987763e-7,1.82418162438771e-5,1.69548424725586e-7,2.40398704685989e-5,CYGB,114757
CYLC1,2.53707487206427e-6,1.94342004614457e-7,7.00228545562064e-6,5.11452791884403e-7,5.59509801594433e-6,1.57976291650793e-5,CYLC1,1538
CYLC2,1.49239698356722e-7,1.94342004614457e-7,2.48468193586539e-6,3.58016954319082e-6,1.69548424725586e-7,6.86853441959968e-7,CYLC2,1539
CYLD,2.1803919929917e-4,2.4700868786497e-4,1.2400821661728e-4,7.96161512700055e-5,1.69548424725586e-7,2.99926002989186e-5,CYLD,1540
CYMP,1.3431572852105e-6,1.76851224199155e-5,2.03292158388986e-6,2.21629543149908e-6,5.25600116649316e-6,1.99187498168391e-5,CYMP,643160
CYMP-AS1,1.64163668192394e-6,1.1077494263024e-5,7.45404580759617e-6,8.52421319807339e-7,1.69548424725586e-7,2.28951147319989e-7,CYMP-AS1,440602
CYP11A1,2.53707487206427e-6,9.71710023072283e-7,6.77640527963288e-7,4.94404365488257e-6,1.69548424725586e-7,2.06056032587991e-6,CYP11A1,1583
CYP11B1,2.53707487206427e-6,3.01230107152408e-5,6.77640527963288e-7,3.92113807111376e-6,1.86503267198144e-6,2.35819681739589e-5,CYP11B1,1584
CYP11B2,5.5218688391987e-6,7.57933817996381e-6,3.18491048142745e-5,4.60307512695963e-6,5.08645274176758e-7,2.58714796471588e-5,CYP11B2,1585
CYP17A1,7.46198491783608e-7,7.96802218919272e-6,2.25880175987763e-7,1.58550365484165e-5,5.08645274176758e-7,9.38699704011957e-6,CYP17A1,1586
CYP19A1,4.62643064905837e-6,1.49643343553132e-5,1.42304510872291e-5,5.2850121828055e-6,9.32516335990722e-6,2.95346980042786e-5,CYP19A1,1588
CYP1A1,1.49239698356722e-7,2.91513006921685e-6,2.93644228784092e-6,1.70484263961468e-7,1.69548424725586e-7,3.43426720979984e-6,CYP1A1,1543
CYP1A2,9.40210099647347e-6,4.91685271674575e-5,1.06163682714248e-5,6.30791776657431e-6,1.69548424725586e-7,2.28951147319989e-7,CYP1A2,1544
CYP1B1,2.43260708321456e-5,9.71710023072283e-7,3.45596669261277e-5,5.0292857868633e-5,4.66258167995361e-5,1.1424662251267e-4,CYP1B1,1545
CYP1B1-AS1,4.47719095070165e-7,7.96802218919272e-6,8.80932686352275e-6,5.11452791884403e-7,7.62967911265136e-6,2.97636491515986e-6,CYP1B1-AS1,285154
CYP20A1,4.02947185563149e-6,7.57933817996381e-6,6.77640527963288e-7,5.11452791884403e-7,4.57780746759082e-6,1.67134337543592e-5,CYP20A1,57404
CYP21A2,5.22338944248526e-6,1.94342004614457e-7,2.25880175987763e-7,1.70484263961468e-7,5.93419486539551e-6,1.85450429329191e-5,CYP21A2,1589
CYP24A1,2.53707487206427e-6,1.94342004614457e-7,1.58116123191434e-6,5.11452791884403e-7,1.1868389730791e-6,2.06056032587991e-6,CYP24A1,1591
CYP26A1,4.47719095070165e-7,1.3603940323012e-6,2.25880175987763e-7,3.58016954319082e-6,2.54322637088379e-6,6.86853441959968e-7,CYP26A1,1592
CYP26B1,7.26797330997235e-5,1.06888102537951e-5,1.10681286234004e-5,8.69469746203486e-6,2.54322637088379e-6,1.1149920874483e-4,CYP26B1,56603
CYP27A1,7.01426582276592e-6,3.16777467521564e-5,1.55857321431556e-5,8.35372893411192e-6,6.95148541374902e-6,2.28951147319989e-7,CYP27A1,1593
CYP27B1,4.47719095070165e-7,1.94342004614457e-7,2.03292158388986e-6,4.2621065990367e-6,8.47742123627929e-7,6.86853441959968e-7,CYP27B1,1594
CYP27C1,6.71578642605248e-6,1.94342004614457e-7,5.64700439969407e-6,5.11452791884403e-7,1.69548424725586e-7,1.14475573659995e-6,CYP27C1,339761
